,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
149,2.0,2019-07-04 18:00:00,2019,7,4,18,0,Building4
153,2.0,2019-07-04 19:00:00,2019,7,4,19,0,Building4
157,1.0,2019-07-04 20:00:00,2019,7,4,20,0,Building4
161,1.0,2019-07-04 21:00:00,2019,7,4,21,0,Building4
169,2.0,2019-07-04 23:00:00,2019,7,4,23,0,Building4
173,1.0,2019-07-05 00:00:00,2019,7,5,0,0,Building4
177,1.0,2019-07-05 01:00:00,2019,7,5,1,0,Building4
189,1.0,2019-07-05 04:00:00,2019,7,5,4,0,Building4
193,2.0,2019-07-05 05:00:00,2019,7,5,5,0,Building4
201,3.0,2019-07-05 07:00:00,2019,7,5,7,0,Building4
209,1.0,2019-07-05 09:00:00,2019,7,5,9,0,Building4
213,2.0,2019-07-05 10:00:00,2019,7,5,10,0,Building4
217,1.0,2019-07-05 11:00:00,2019,7,5,11,0,Building4
221,2.0,2019-07-05 12:00:00,2019,7,5,12,0,Building4
225,2.0,2019-07-05 13:00:00,2019,7,5,13,0,Building4
229,1.0,2019-07-05 14:00:00,2019,7,5,14,0,Building4
233,2.0,2019-07-05 15:00:00,2019,7,5,15,0,Building4
237,2.0,2019-07-05 16:00:00,2019,7,5,16,0,Building4
241,2.0,2019-07-05 17:00:00,2019,7,5,17,0,Building4
245,3.0,2019-07-05 18:00:00,2019,7,5,18,0,Building4
249,2.0,2019-07-05 19:00:00,2019,7,5,19,0,Building4
253,1.0,2019-07-05 20:00:00,2019,7,5,20,0,Building4
257,1.0,2019-07-05 21:00:00,2019,7,5,21,0,Building4
265,1.0,2019-07-05 23:00:00,2019,7,5,23,0,Building4
273,1.0,2019-07-06 01:00:00,2019,7,6,1,0,Building4
289,1.0,2019-07-06 05:00:00,2019,7,6,5,0,Building4
293,1.0,2019-07-06 06:00:00,2019,7,6,6,0,Building4
301,1.0,2019-07-06 08:00:00,2019,7,6,8,0,Building4
305,1.0,2019-07-06 09:00:00,2019,7,6,9,0,Building4
309,1.0,2019-07-06 10:00:00,2019,7,6,10,0,Building4
313,2.0,2019-07-06 11:00:00,2019,7,6,11,0,Building4
317,1.0,2019-07-06 12:00:00,2019,7,6,12,0,Building4
321,2.0,2019-07-06 13:00:00,2019,7,6,13,0,Building4
325,2.0,2019-07-06 14:00:00,2019,7,6,14,0,Building4
329,1.0,2019-07-06 15:00:00,2019,7,6,15,0,Building4
337,1.0,2019-07-06 17:00:00,2019,7,6,17,0,Building4
345,2.0,2019-07-06 19:00:00,2019,7,6,19,0,Building4
353,1.0,2019-07-06 21:00:00,2019,7,6,21,0,Building4
357,2.0,2019-07-06 22:00:00,2019,7,6,22,0,Building4
361,1.0,2019-07-06 23:00:00,2019,7,6,23,0,Building4
369,1.0,2019-07-07 01:00:00,2019,7,7,1,0,Building4
389,1.0,2019-07-07 06:00:00,2019,7,7,6,0,Building4
393,1.0,2019-07-07 07:00:00,2019,7,7,7,0,Building4
397,1.0,2019-07-07 08:00:00,2019,7,7,8,0,Building4
401,1.0,2019-07-07 09:00:00,2019,7,7,9,0,Building4
413,2.0,2019-07-07 12:00:00,2019,7,7,12,0,Building4
417,1.0,2019-07-07 13:00:00,2019,7,7,13,0,Building4
421,2.0,2019-07-07 14:00:00,2019,7,7,14,0,Building4
425,2.0,2019-07-07 15:00:00,2019,7,7,15,0,Building4
429,1.0,2019-07-07 16:00:00,2019,7,7,16,0,Building4
437,1.0,2019-07-07 18:00:00,2019,7,7,18,0,Building4
441,2.0,2019-07-07 19:00:00,2019,7,7,19,0,Building4
445,1.0,2019-07-07 20:00:00,2019,7,7,20,0,Building4
453,2.0,2019-07-07 22:00:00,2019,7,7,22,0,Building4
457,1.0,2019-07-07 23:00:00,2019,7,7,23,0,Building4
473,1.0,2019-07-08 03:00:00,2019,7,8,3,0,Building4
481,2.0,2019-07-08 05:00:00,2019,7,8,5,0,Building4
485,1.0,2019-07-08 06:00:00,2019,7,8,6,0,Building4
493,1.0,2019-07-08 08:00:00,2019,7,8,8,0,Building4
497,2.0,2019-07-08 09:00:00,2019,7,8,9,0,Building4
501,1.0,2019-07-08 10:00:00,2019,7,8,10,0,Building4
505,1.0,2019-07-08 11:00:00,2019,7,8,11,0,Building4
509,1.0,2019-07-08 12:00:00,2019,7,8,12,0,Building4
513,2.0,2019-07-08 13:00:00,2019,7,8,13,0,Building4
517,1.0,2019-07-08 14:00:00,2019,7,8,14,0,Building4
525,1.0,2019-07-08 16:00:00,2019,7,8,16,0,Building4
529,1.0,2019-07-08 17:00:00,2019,7,8,17,0,Building4
533,1.0,2019-07-08 18:00:00,2019,7,8,18,0,Building4
537,1.0,2019-07-08 19:00:00,2019,7,8,19,0,Building4
541,1.0,2019-07-08 20:00:00,2019,7,8,20,0,Building4
545,2.0,2019-07-08 21:00:00,2019,7,8,21,0,Building4
549,2.0,2019-07-08 22:00:00,2019,7,8,22,0,Building4
557,2.0,2019-07-09 00:00:00,2019,7,9,0,0,Building4
565,1.0,2019-07-09 02:00:00,2019,7,9,2,0,Building4
569,2.0,2019-07-09 03:00:00,2019,7,9,3,0,Building4
577,1.0,2019-07-09 05:00:00,2019,7,9,5,0,Building4
581,2.0,2019-07-09 06:00:00,2019,7,9,6,0,Building4
585,1.0,2019-07-09 07:00:00,2019,7,9,7,0,Building4
589,1.0,2019-07-09 08:00:00,2019,7,9,8,0,Building4
597,2.0,2019-07-09 10:00:00,2019,7,9,10,0,Building4
601,1.0,2019-07-09 11:00:00,2019,7,9,11,0,Building4
605,2.0,2019-07-09 12:00:00,2019,7,9,12,0,Building4
609,1.0,2019-07-09 13:00:00,2019,7,9,13,0,Building4
613,2.0,2019-07-09 14:00:00,2019,7,9,14,0,Building4
621,1.0,2019-07-09 16:00:00,2019,7,9,16,0,Building4
629,1.0,2019-07-09 18:00:00,2019,7,9,18,0,Building4
633,1.0,2019-07-09 19:00:00,2019,7,9,19,0,Building4
637,1.0,2019-07-09 20:00:00,2019,7,9,20,0,Building4
645,1.0,2019-07-09 22:00:00,2019,7,9,22,0,Building4
649,2.0,2019-07-09 23:00:00,2019,7,9,23,0,Building4
657,2.0,2019-07-10 01:00:00,2019,7,10,1,0,Building4
661,1.0,2019-07-10 02:00:00,2019,7,10,2,0,Building4
705,1.0,2019-07-10 13:00:00,2019,7,10,13,0,Building4
725,1.0,2019-07-10 18:00:00,2019,7,10,18,0,Building4
745,1.0,2019-07-10 23:00:00,2019,7,10,23,0,Building4
749,2.0,2019-07-11 00:00:00,2019,7,11,0,0,Building4
753,2.0,2019-07-11 01:00:00,2019,7,11,1,0,Building4
761,1.0,2019-07-11 03:00:00,2019,7,11,3,0,Building4
765,2.0,2019-07-11 04:00:00,2019,7,11,4,0,Building4
769,2.0,2019-07-11 05:00:00,2019,7,11,5,0,Building4
773,2.0,2019-07-11 06:00:00,2019,7,11,6,0,Building4
777,2.0,2019-07-11 07:00:00,2019,7,11,7,0,Building4
781,1.0,2019-07-11 08:00:00,2019,7,11,8,0,Building4
797,1.0,2019-07-11 12:00:00,2019,7,11,12,0,Building4
801,2.0,2019-07-11 13:00:00,2019,7,11,13,0,Building4
805,2.0,2019-07-11 14:00:00,2019,7,11,14,0,Building4
809,1.0,2019-07-11 15:00:00,2019,7,11,15,0,Building4
813,1.0,2019-07-11 16:00:00,2019,7,11,16,0,Building4
817,2.0,2019-07-11 17:00:00,2019,7,11,17,0,Building4
821,2.0,2019-07-11 18:00:00,2019,7,11,18,0,Building4
825,2.0,2019-07-11 19:00:00,2019,7,11,19,0,Building4
829,1.0,2019-07-11 20:00:00,2019,7,11,20,0,Building4
833,1.0,2019-07-11 21:00:00,2019,7,11,21,0,Building4
837,1.0,2019-07-11 22:00:00,2019,7,11,22,0,Building4
841,1.0,2019-07-11 23:00:00,2019,7,11,23,0,Building4
857,1.0,2019-07-12 03:00:00,2019,7,12,3,0,Building4
861,1.0,2019-07-12 04:00:00,2019,7,12,4,0,Building4
865,1.0,2019-07-12 05:00:00,2019,7,12,5,0,Building4
869,1.0,2019-07-12 06:00:00,2019,7,12,6,0,Building4
873,2.0,2019-07-12 07:00:00,2019,7,12,7,0,Building4
877,2.0,2019-07-12 08:00:00,2019,7,12,8,0,Building4
881,2.0,2019-07-12 09:00:00,2019,7,12,9,0,Building4
885,2.0,2019-07-12 10:00:00,2019,7,12,10,0,Building4
897,2.0,2019-07-12 13:00:00,2019,7,12,13,0,Building4
901,2.0,2019-07-12 14:00:00,2019,7,12,14,0,Building4
905,3.0,2019-07-12 15:00:00,2019,7,12,15,0,Building4
909,2.0,2019-07-12 16:00:00,2019,7,12,16,0,Building4
913,3.0,2019-07-12 17:00:00,2019,7,12,17,0,Building4
925,1.0,2019-07-12 20:00:00,2019,7,12,20,0,Building4
929,2.0,2019-07-12 21:00:00,2019,7,12,21,0,Building4
933,2.0,2019-07-12 22:00:00,2019,7,12,22,0,Building4
937,1.0,2019-07-12 23:00:00,2019,7,12,23,0,Building4
945,2.0,2019-07-13 01:00:00,2019,7,13,1,0,Building4
949,3.0,2019-07-13 02:00:00,2019,7,13,2,0,Building4
953,2.0,2019-07-13 03:00:00,2019,7,13,3,0,Building4
961,2.0,2019-07-13 05:00:00,2019,7,13,5,0,Building4
965,2.0,2019-07-13 06:00:00,2019,7,13,6,0,Building4
969,2.0,2019-07-13 07:00:00,2019,7,13,7,0,Building4
973,1.0,2019-07-13 08:00:00,2019,7,13,8,0,Building4
977,2.0,2019-07-13 09:00:00,2019,7,13,9,0,Building4
981,2.0,2019-07-13 10:00:00,2019,7,13,10,0,Building4
985,1.0,2019-07-13 11:00:00,2019,7,13,11,0,Building4
989,1.0,2019-07-13 12:00:00,2019,7,13,12,0,Building4
993,1.0,2019-07-13 13:00:00,2019,7,13,13,0,Building4
997,2.0,2019-07-13 14:00:00,2019,7,13,14,0,Building4
1001,3.0,2019-07-13 15:00:00,2019,7,13,15,0,Building4
1005,2.0,2019-07-13 16:00:00,2019,7,13,16,0,Building4
1009,2.0,2019-07-13 17:00:00,2019,7,13,17,0,Building4
1013,2.0,2019-07-13 18:00:00,2019,7,13,18,0,Building4
1017,1.0,2019-07-13 19:00:00,2019,7,13,19,0,Building4
1021,2.0,2019-07-13 20:00:00,2019,7,13,20,0,Building4
1025,2.0,2019-07-13 21:00:00,2019,7,13,21,0,Building4
1029,2.0,2019-07-13 22:00:00,2019,7,13,22,0,Building4
1033,1.0,2019-07-13 23:00:00,2019,7,13,23,0,Building4
1037,1.0,2019-07-14 00:00:00,2019,7,14,0,0,Building4
1041,2.0,2019-07-14 01:00:00,2019,7,14,1,0,Building4
1045,2.0,2019-07-14 02:00:00,2019,7,14,2,0,Building4
1049,1.0,2019-07-14 03:00:00,2019,7,14,3,0,Building4
1057,1.0,2019-07-14 05:00:00,2019,7,14,5,0,Building4
1061,1.0,2019-07-14 06:00:00,2019,7,14,6,0,Building4
1065,2.0,2019-07-14 07:00:00,2019,7,14,7,0,Building4
1069,1.0,2019-07-14 08:00:00,2019,7,14,8,0,Building4
1077,1.0,2019-07-14 10:00:00,2019,7,14,10,0,Building4
1081,1.0,2019-07-14 11:00:00,2019,7,14,11,0,Building4
1085,1.0,2019-07-14 12:00:00,2019,7,14,12,0,Building4
1089,1.0,2019-07-14 13:00:00,2019,7,14,13,0,Building4
1097,1.0,2019-07-14 15:00:00,2019,7,14,15,0,Building4
1101,1.0,2019-07-14 16:00:00,2019,7,14,16,0,Building4
1105,1.0,2019-07-14 17:00:00,2019,7,14,17,0,Building4
1109,2.0,2019-07-14 18:00:00,2019,7,14,18,0,Building4
1113,1.0,2019-07-14 19:00:00,2019,7,14,19,0,Building4
1125,1.0,2019-07-14 22:00:00,2019,7,14,22,0,Building4
1129,1.0,2019-07-14 23:00:00,2019,7,14,23,0,Building4
1133,2.0,2019-07-15 00:00:00,2019,7,15,0,0,Building4
1137,1.0,2019-07-15 01:00:00,2019,7,15,1,0,Building4
1145,1.0,2019-07-15 03:00:00,2019,7,15,3,0,Building4
1149,1.0,2019-07-15 04:00:00,2019,7,15,4,0,Building4
1153,1.0,2019-07-15 05:00:00,2019,7,15,5,0,Building4
1157,1.0,2019-07-15 06:00:00,2019,7,15,6,0,Building4
1161,1.0,2019-07-15 07:00:00,2019,7,15,7,0,Building4
1165,1.0,2019-07-15 08:00:00,2019,7,15,8,0,Building4
1169,1.0,2019-07-15 09:00:00,2019,7,15,9,0,Building4
1173,1.0,2019-07-15 10:00:00,2019,7,15,10,0,Building4
1177,1.0,2019-07-15 11:00:00,2019,7,15,11,0,Building4
1181,1.0,2019-07-15 12:00:00,2019,7,15,12,0,Building4
1185,1.0,2019-07-15 13:00:00,2019,7,15,13,0,Building4
1189,1.0,2019-07-15 14:00:00,2019,7,15,14,0,Building4
1193,2.0,2019-07-15 15:00:00,2019,7,15,15,0,Building4
1197,1.0,2019-07-15 16:00:00,2019,7,15,16,0,Building4
1201,1.0,2019-07-15 17:00:00,2019,7,15,17,0,Building4
1205,2.0,2019-07-15 18:00:00,2019,7,15,18,0,Building4
1209,2.0,2019-07-15 19:00:00,2019,7,15,19,0,Building4
1217,1.0,2019-07-15 21:00:00,2019,7,15,21,0,Building4
1221,1.0,2019-07-15 22:00:00,2019,7,15,22,0,Building4
1225,1.0,2019-07-15 23:00:00,2019,7,15,23,0,Building4
1229,1.0,2019-07-16 00:00:00,2019,7,16,0,0,Building4
1233,1.0,2019-07-16 01:00:00,2019,7,16,1,0,Building4
1237,2.0,2019-07-16 02:00:00,2019,7,16,2,0,Building4
1245,1.0,2019-07-16 04:00:00,2019,7,16,4,0,Building4
1253,1.0,2019-07-16 06:00:00,2019,7,16,6,0,Building4
1257,1.0,2019-07-16 07:00:00,2019,7,16,7,0,Building4
1261,2.0,2019-07-16 08:00:00,2019,7,16,8,0,Building4
1273,2.0,2019-07-16 11:00:00,2019,7,16,11,0,Building4
1277,2.0,2019-07-16 12:00:00,2019,7,16,12,0,Building4
1281,1.0,2019-07-16 13:00:00,2019,7,16,13,0,Building4
1293,2.0,2019-07-16 16:00:00,2019,7,16,16,0,Building4
1301,2.0,2019-07-16 18:00:00,2019,7,16,18,0,Building4
1305,2.0,2019-07-16 19:00:00,2019,7,16,19,0,Building4
1309,1.0,2019-07-16 20:00:00,2019,7,16,20,0,Building4
1313,2.0,2019-07-16 21:00:00,2019,7,16,21,0,Building4
1317,2.0,2019-07-16 22:00:00,2019,7,16,22,0,Building4
1321,1.0,2019-07-16 23:00:00,2019,7,16,23,0,Building4
1325,1.0,2019-07-17 00:00:00,2019,7,17,0,0,Building4
1329,1.0,2019-07-17 01:00:00,2019,7,17,1,0,Building4
1333,1.0,2019-07-17 02:00:00,2019,7,17,2,0,Building4
1345,1.0,2019-07-17 05:00:00,2019,7,17,5,0,Building4
1349,1.0,2019-07-17 06:00:00,2019,7,17,6,0,Building4
1353,1.0,2019-07-17 07:00:00,2019,7,17,7,0,Building4
1361,1.0,2019-07-17 09:00:00,2019,7,17,9,0,Building4
1365,1.0,2019-07-17 10:00:00,2019,7,17,10,0,Building4
1373,2.0,2019-07-17 12:00:00,2019,7,17,12,0,Building4
1377,1.0,2019-07-17 13:00:00,2019,7,17,13,0,Building4
1381,1.0,2019-07-17 14:00:00,2019,7,17,14,0,Building4
1385,1.0,2019-07-17 15:00:00,2019,7,17,15,0,Building4
1389,1.0,2019-07-17 16:00:00,2019,7,17,16,0,Building4
1393,2.0,2019-07-17 17:00:00,2019,7,17,17,0,Building4
1397,1.0,2019-07-17 18:00:00,2019,7,17,18,0,Building4
1401,1.0,2019-07-17 19:00:00,2019,7,17,19,0,Building4
1405,2.0,2019-07-17 20:00:00,2019,7,17,20,0,Building4
1409,2.0,2019-07-17 21:00:00,2019,7,17,21,0,Building4
1413,2.0,2019-07-17 22:00:00,2019,7,17,22,0,Building4
1417,1.0,2019-07-17 23:00:00,2019,7,17,23,0,Building4
1421,1.0,2019-07-18 00:00:00,2019,7,18,0,0,Building4
1425,1.0,2019-07-18 01:00:00,2019,7,18,1,0,Building4
1437,1.0,2019-07-18 04:00:00,2019,7,18,4,0,Building4
1441,1.0,2019-07-18 05:00:00,2019,7,18,5,0,Building4
1445,2.0,2019-07-18 06:00:00,2019,7,18,6,0,Building4
1453,2.0,2019-07-18 08:00:00,2019,7,18,8,0,Building4
1457,2.0,2019-07-18 09:00:00,2019,7,18,9,0,Building4
1461,2.0,2019-07-18 10:00:00,2019,7,18,10,0,Building4
1465,2.0,2019-07-18 11:00:00,2019,7,18,11,0,Building4
1469,1.0,2019-07-18 12:00:00,2019,7,18,12,0,Building4
1473,2.0,2019-07-18 13:00:00,2019,7,18,13,0,Building4
1477,1.0,2019-07-18 14:00:00,2019,7,18,14,0,Building4
1481,1.0,2019-07-18 15:00:00,2019,7,18,15,0,Building4
1485,1.0,2019-07-18 16:00:00,2019,7,18,16,0,Building4
1489,1.0,2019-07-18 17:00:00,2019,7,18,17,0,Building4
1493,1.0,2019-07-18 18:00:00,2019,7,18,18,0,Building4
1501,2.0,2019-07-18 20:00:00,2019,7,18,20,0,Building4
1505,2.0,2019-07-18 21:00:00,2019,7,18,21,0,Building4
1509,1.0,2019-07-18 22:00:00,2019,7,18,22,0,Building4
1513,1.0,2019-07-18 23:00:00,2019,7,18,23,0,Building4
1517,1.0,2019-07-19 00:00:00,2019,7,19,0,0,Building4
1525,2.0,2019-07-19 02:00:00,2019,7,19,2,0,Building4
1537,2.0,2019-07-19 05:00:00,2019,7,19,5,0,Building4
1541,1.0,2019-07-19 06:00:00,2019,7,19,6,0,Building4
1549,1.0,2019-07-19 08:00:00,2019,7,19,8,0,Building4
1553,1.0,2019-07-19 09:00:00,2019,7,19,9,0,Building4
1557,2.0,2019-07-19 10:00:00,2019,7,19,10,0,Building4
1561,2.0,2019-07-19 11:00:00,2019,7,19,11,0,Building4
1565,2.0,2019-07-19 12:00:00,2019,7,19,12,0,Building4
1569,2.0,2019-07-19 13:00:00,2019,7,19,13,0,Building4
1573,2.0,2019-07-19 14:00:00,2019,7,19,14,0,Building4
1577,2.0,2019-07-19 15:00:00,2019,7,19,15,0,Building4
1581,1.0,2019-07-19 16:00:00,2019,7,19,16,0,Building4
1585,2.0,2019-07-19 17:00:00,2019,7,19,17,0,Building4
1589,2.0,2019-07-19 18:00:00,2019,7,19,18,0,Building4
1593,2.0,2019-07-19 19:00:00,2019,7,19,19,0,Building4
1597,2.0,2019-07-19 20:00:00,2019,7,19,20,0,Building4
1601,2.0,2019-07-19 21:00:00,2019,7,19,21,0,Building4
1605,1.0,2019-07-19 22:00:00,2019,7,19,22,0,Building4
1609,1.0,2019-07-19 23:00:00,2019,7,19,23,0,Building4
1613,1.0,2019-07-20 00:00:00,2019,7,20,0,0,Building4
1621,2.0,2019-07-20 02:00:00,2019,7,20,2,0,Building4
1625,1.0,2019-07-20 03:00:00,2019,7,20,3,0,Building4
1629,1.0,2019-07-20 04:00:00,2019,7,20,4,0,Building4
1637,1.0,2019-07-20 06:00:00,2019,7,20,6,0,Building4
1645,1.0,2019-07-20 08:00:00,2019,7,20,8,0,Building4
1649,2.0,2019-07-20 09:00:00,2019,7,20,9,0,Building4
1653,1.0,2019-07-20 10:00:00,2019,7,20,10,0,Building4
1657,1.0,2019-07-20 11:00:00,2019,7,20,11,0,Building4
1661,1.0,2019-07-20 12:00:00,2019,7,20,12,0,Building4
1665,1.0,2019-07-20 13:00:00,2019,7,20,13,0,Building4
1669,1.0,2019-07-20 14:00:00,2019,7,20,14,0,Building4
1673,1.0,2019-07-20 15:00:00,2019,7,20,15,0,Building4
1685,1.0,2019-07-20 18:00:00,2019,7,20,18,0,Building4
1689,1.0,2019-07-20 19:00:00,2019,7,20,19,0,Building4
1693,1.0,2019-07-20 20:00:00,2019,7,20,20,0,Building4
1697,2.0,2019-07-20 21:00:00,2019,7,20,21,0,Building4
1701,1.0,2019-07-20 22:00:00,2019,7,20,22,0,Building4
1709,1.0,2019-07-21 00:00:00,2019,7,21,0,0,Building4
1717,1.0,2019-07-21 02:00:00,2019,7,21,2,0,Building4
1721,2.0,2019-07-21 03:00:00,2019,7,21,3,0,Building4
1729,1.0,2019-07-21 05:00:00,2019,7,21,5,0,Building4
1733,1.0,2019-07-21 06:00:00,2019,7,21,6,0,Building4
1741,1.0,2019-07-21 08:00:00,2019,7,21,8,0,Building4
1753,2.0,2019-07-21 11:00:00,2019,7,21,11,0,Building4
1757,1.0,2019-07-21 12:00:00,2019,7,21,12,0,Building4
1761,1.0,2019-07-21 13:00:00,2019,7,21,13,0,Building4
1765,2.0,2019-07-21 14:00:00,2019,7,21,14,0,Building4
1769,2.0,2019-07-21 15:00:00,2019,7,21,15,0,Building4
1773,2.0,2019-07-21 16:00:00,2019,7,21,16,0,Building4
1777,2.0,2019-07-21 17:00:00,2019,7,21,17,0,Building4
1781,2.0,2019-07-21 18:00:00,2019,7,21,18,0,Building4
1785,2.0,2019-07-21 19:00:00,2019,7,21,19,0,Building4
1789,2.0,2019-07-21 20:00:00,2019,7,21,20,0,Building4
1793,2.0,2019-07-21 21:00:00,2019,7,21,21,0,Building4
1797,2.0,2019-07-21 22:00:00,2019,7,21,22,0,Building4
1801,2.0,2019-07-21 23:00:00,2019,7,21,23,0,Building4
1805,2.0,2019-07-22 00:00:00,2019,7,22,0,0,Building4
1809,1.0,2019-07-22 01:00:00,2019,7,22,1,0,Building4
1817,1.0,2019-07-22 03:00:00,2019,7,22,3,0,Building4
1833,1.0,2019-07-22 07:00:00,2019,7,22,7,0,Building4
1837,1.0,2019-07-22 08:00:00,2019,7,22,8,0,Building4
1841,1.0,2019-07-22 09:00:00,2019,7,22,9,0,Building4
1845,1.0,2019-07-22 10:00:00,2019,7,22,10,0,Building4
1849,1.0,2019-07-22 11:00:00,2019,7,22,11,0,Building4
1853,2.0,2019-07-22 12:00:00,2019,7,22,12,0,Building4
1857,1.0,2019-07-22 13:00:00,2019,7,22,13,0,Building4
1861,1.0,2019-07-22 14:00:00,2019,7,22,14,0,Building4
1865,1.0,2019-07-22 15:00:00,2019,7,22,15,0,Building4
1869,2.0,2019-07-22 16:00:00,2019,7,22,16,0,Building4
1873,1.0,2019-07-22 17:00:00,2019,7,22,17,0,Building4
1881,2.0,2019-07-22 19:00:00,2019,7,22,19,0,Building4
1885,2.0,2019-07-22 20:00:00,2019,7,22,20,0,Building4
1893,1.0,2019-07-22 22:00:00,2019,7,22,22,0,Building4
1897,1.0,2019-07-22 23:00:00,2019,7,22,23,0,Building4
1901,1.0,2019-07-23 00:00:00,2019,7,23,0,0,Building4
1917,1.0,2019-07-23 04:00:00,2019,7,23,4,0,Building4
1925,1.0,2019-07-23 06:00:00,2019,7,23,6,0,Building4
1929,1.0,2019-07-23 07:00:00,2019,7,23,7,0,Building4
1933,1.0,2019-07-23 08:00:00,2019,7,23,8,0,Building4
1937,1.0,2019-07-23 09:00:00,2019,7,23,9,0,Building4
1941,2.0,2019-07-23 10:00:00,2019,7,23,10,0,Building4
1945,1.0,2019-07-23 11:00:00,2019,7,23,11,0,Building4
1953,1.0,2019-07-23 13:00:00,2019,7,23,13,0,Building4
1957,2.0,2019-07-23 14:00:00,2019,7,23,14,0,Building4
1961,1.0,2019-07-23 15:00:00,2019,7,23,15,0,Building4
1965,1.0,2019-07-23 16:00:00,2019,7,23,16,0,Building4
1969,1.0,2019-07-23 17:00:00,2019,7,23,17,0,Building4
1973,1.0,2019-07-23 18:00:00,2019,7,23,18,0,Building4
1977,1.0,2019-07-23 19:00:00,2019,7,23,19,0,Building4
1981,2.0,2019-07-23 20:00:00,2019,7,23,20,0,Building4
1985,2.0,2019-07-23 21:00:00,2019,7,23,21,0,Building4
1989,2.0,2019-07-23 22:00:00,2019,7,23,22,0,Building4
1993,2.0,2019-07-23 23:00:00,2019,7,23,23,0,Building4
1997,1.0,2019-07-24 00:00:00,2019,7,24,0,0,Building4
2001,1.0,2019-07-24 01:00:00,2019,7,24,1,0,Building4
2009,1.0,2019-07-24 03:00:00,2019,7,24,3,0,Building4
2013,1.0,2019-07-24 04:00:00,2019,7,24,4,0,Building4
2021,1.0,2019-07-24 06:00:00,2019,7,24,6,0,Building4
2029,1.0,2019-07-24 08:00:00,2019,7,24,8,0,Building4
2041,1.0,2019-07-24 11:00:00,2019,7,24,11,0,Building4
2045,1.0,2019-07-24 12:00:00,2019,7,24,12,0,Building4
2049,2.0,2019-07-24 13:00:00,2019,7,24,13,0,Building4
2053,1.0,2019-07-24 14:00:00,2019,7,24,14,0,Building4
2057,1.0,2019-07-24 15:00:00,2019,7,24,15,0,Building4
2061,2.0,2019-07-24 16:00:00,2019,7,24,16,0,Building4
2065,1.0,2019-07-24 17:00:00,2019,7,24,17,0,Building4
2069,1.0,2019-07-24 18:00:00,2019,7,24,18,0,Building4
2073,2.0,2019-07-24 19:00:00,2019,7,24,19,0,Building4
2081,2.0,2019-07-24 21:00:00,2019,7,24,21,0,Building4
2085,1.0,2019-07-24 22:00:00,2019,7,24,22,0,Building4
2089,2.0,2019-07-24 23:00:00,2019,7,24,23,0,Building4
2093,2.0,2019-07-25 00:00:00,2019,7,25,0,0,Building4
2097,1.0,2019-07-25 01:00:00,2019,7,25,1,0,Building4
2105,1.0,2019-07-25 03:00:00,2019,7,25,3,0,Building4
