,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
476,0.0,2020-04-30 13:00:00,2020,4,30,13,0,Solar0
480,0.0,2020-04-30 14:00:00,2020,4,30,14,0,Solar0
484,0.0,2020-04-30 15:00:00,2020,4,30,15,0,Solar0
488,0.0,2020-04-30 16:00:00,2020,4,30,16,0,Solar0
492,0.0,2020-04-30 17:00:00,2020,4,30,17,0,Solar0
496,0.0,2020-04-30 18:00:00,2020,4,30,18,0,Solar0
500,0.0,2020-04-30 19:00:00,2020,4,30,19,0,Solar0
504,0.0,2020-04-30 20:00:00,2020,4,30,20,0,Solar0
508,0.0,2020-04-30 21:00:00,2020,4,30,21,0,Solar0
512,0.0,2020-04-30 22:00:00,2020,4,30,22,0,Solar0
516,0.0,2020-04-30 23:00:00,2020,4,30,23,0,Solar0
520,0.0,2020-05-01 00:00:00,2020,5,1,0,0,Solar0
524,0.0,2020-05-01 01:00:00,2020,5,1,1,0,Solar0
528,0.0,2020-05-01 02:00:00,2020,5,1,2,0,Solar0
532,0.0,2020-05-01 03:00:00,2020,5,1,3,0,Solar0
536,0.0,2020-05-01 04:00:00,2020,5,1,4,0,Solar0
540,0.0,2020-05-01 05:00:00,2020,5,1,5,0,Solar0
544,0.0,2020-05-01 06:00:00,2020,5,1,6,0,Solar0
548,0.0,2020-05-01 07:00:00,2020,5,1,7,0,Solar0
552,0.0,2020-05-01 08:00:00,2020,5,1,8,0,Solar0
556,0.0,2020-05-01 09:00:00,2020,5,1,9,0,Solar0
560,0.0,2020-05-01 10:00:00,2020,5,1,10,0,Solar0
564,0.0,2020-05-01 11:00:00,2020,5,1,11,0,Solar0
568,0.0,2020-05-01 12:00:00,2020,5,1,12,0,Solar0
572,0.0,2020-05-01 13:00:00,2020,5,1,13,0,Solar0
576,0.0,2020-05-01 14:00:00,2020,5,1,14,0,Solar0
580,0.0,2020-05-01 15:00:00,2020,5,1,15,0,Solar0
584,0.0,2020-05-01 16:00:00,2020,5,1,16,0,Solar0
588,0.0,2020-05-01 17:00:00,2020,5,1,17,0,Solar0
592,0.0,2020-05-01 18:00:00,2020,5,1,18,0,Solar0
596,0.0,2020-05-01 19:00:00,2020,5,1,19,0,Solar0
600,0.0,2020-05-01 20:00:00,2020,5,1,20,0,Solar0
604,0.0,2020-05-01 21:00:00,2020,5,1,21,0,Solar0
608,0.0,2020-05-01 22:00:00,2020,5,1,22,0,Solar0
612,0.0,2020-05-01 23:00:00,2020,5,1,23,0,Solar0
616,0.0,2020-05-02 00:00:00,2020,5,2,0,0,Solar0
620,0.0,2020-05-02 01:00:00,2020,5,2,1,0,Solar0
624,0.0,2020-05-02 02:00:00,2020,5,2,2,0,Solar0
628,0.0,2020-05-02 03:00:00,2020,5,2,3,0,Solar0
632,0.0,2020-05-02 04:00:00,2020,5,2,4,0,Solar0
636,0.0,2020-05-02 05:00:00,2020,5,2,5,0,Solar0
640,0.0,2020-05-02 06:00:00,2020,5,2,6,0,Solar0
644,0.0,2020-05-02 07:00:00,2020,5,2,7,0,Solar0
648,0.0,2020-05-02 08:00:00,2020,5,2,8,0,Solar0
652,0.0,2020-05-02 09:00:00,2020,5,2,9,0,Solar0
656,0.0,2020-05-02 10:00:00,2020,5,2,10,0,Solar0
660,0.0,2020-05-02 11:00:00,2020,5,2,11,0,Solar0
664,0.0,2020-05-02 12:00:00,2020,5,2,12,0,Solar0
668,0.0,2020-05-02 13:00:00,2020,5,2,13,0,Solar0
672,0.0,2020-05-02 14:00:00,2020,5,2,14,0,Solar0
676,0.0,2020-05-02 15:00:00,2020,5,2,15,0,Solar0
680,0.0,2020-05-02 16:00:00,2020,5,2,16,0,Solar0
684,0.0,2020-05-02 17:00:00,2020,5,2,17,0,Solar0
688,0.0,2020-05-02 18:00:00,2020,5,2,18,0,Solar0
692,0.0,2020-05-02 19:00:00,2020,5,2,19,0,Solar0
696,0.0,2020-05-02 20:00:00,2020,5,2,20,0,Solar0
700,0.0,2020-05-02 21:00:00,2020,5,2,21,0,Solar0
704,0.0,2020-05-02 22:00:00,2020,5,2,22,0,Solar0
708,0.0,2020-05-02 23:00:00,2020,5,2,23,0,Solar0
712,0.0,2020-05-03 00:00:00,2020,5,3,0,0,Solar0
716,0.0,2020-05-03 01:00:00,2020,5,3,1,0,Solar0
720,0.0,2020-05-03 02:00:00,2020,5,3,2,0,Solar0
724,0.0,2020-05-03 03:00:00,2020,5,3,3,0,Solar0
728,0.0,2020-05-03 04:00:00,2020,5,3,4,0,Solar0
732,0.0,2020-05-03 05:00:00,2020,5,3,5,0,Solar0
736,0.0,2020-05-03 06:00:00,2020,5,3,6,0,Solar0
740,0.0,2020-05-03 07:00:00,2020,5,3,7,0,Solar0
744,0.0,2020-05-03 08:00:00,2020,5,3,8,0,Solar0
748,0.0,2020-05-03 09:00:00,2020,5,3,9,0,Solar0
752,0.0,2020-05-03 10:00:00,2020,5,3,10,0,Solar0
756,0.0,2020-05-03 11:00:00,2020,5,3,11,0,Solar0
760,0.0,2020-05-03 12:00:00,2020,5,3,12,0,Solar0
764,0.0,2020-05-03 13:00:00,2020,5,3,13,0,Solar0
768,0.0,2020-05-03 14:00:00,2020,5,3,14,0,Solar0
772,0.0,2020-05-03 15:00:00,2020,5,3,15,0,Solar0
776,0.0,2020-05-03 16:00:00,2020,5,3,16,0,Solar0
780,0.0,2020-05-03 17:00:00,2020,5,3,17,0,Solar0
784,0.0,2020-05-03 18:00:00,2020,5,3,18,0,Solar0
788,0.0,2020-05-03 19:00:00,2020,5,3,19,0,Solar0
792,0.0,2020-05-03 20:00:00,2020,5,3,20,0,Solar0
796,0.0,2020-05-03 21:00:00,2020,5,3,21,0,Solar0
800,0.0,2020-05-03 22:00:00,2020,5,3,22,0,Solar0
804,0.0,2020-05-03 23:00:00,2020,5,3,23,0,Solar0
808,0.0,2020-05-04 00:00:00,2020,5,4,0,0,Solar0
812,0.0,2020-05-04 01:00:00,2020,5,4,1,0,Solar0
816,0.0,2020-05-04 02:00:00,2020,5,4,2,0,Solar0
820,0.0,2020-05-04 03:00:00,2020,5,4,3,0,Solar0
824,0.0,2020-05-04 04:00:00,2020,5,4,4,0,Solar0
828,0.0,2020-05-04 05:00:00,2020,5,4,5,0,Solar0
832,0.0,2020-05-04 06:00:00,2020,5,4,6,0,Solar0
836,0.0,2020-05-04 07:00:00,2020,5,4,7,0,Solar0
840,0.0,2020-05-04 08:00:00,2020,5,4,8,0,Solar0
844,0.0,2020-05-04 09:00:00,2020,5,4,9,0,Solar0
848,0.0,2020-05-04 10:00:00,2020,5,4,10,0,Solar0
852,0.0,2020-05-04 11:00:00,2020,5,4,11,0,Solar0
856,0.0,2020-05-04 12:00:00,2020,5,4,12,0,Solar0
860,0.0,2020-05-04 13:00:00,2020,5,4,13,0,Solar0
864,0.0,2020-05-04 14:00:00,2020,5,4,14,0,Solar0
868,0.0,2020-05-04 15:00:00,2020,5,4,15,0,Solar0
872,0.0,2020-05-04 16:00:00,2020,5,4,16,0,Solar0
876,0.0,2020-05-04 17:00:00,2020,5,4,17,0,Solar0
880,0.0,2020-05-04 18:00:00,2020,5,4,18,0,Solar0
884,0.0,2020-05-04 19:00:00,2020,5,4,19,0,Solar0
888,0.0,2020-05-04 20:00:00,2020,5,4,20,0,Solar0
892,0.0,2020-05-04 21:00:00,2020,5,4,21,0,Solar0
896,0.0,2020-05-04 22:00:00,2020,5,4,22,0,Solar0
900,0.0,2020-05-04 23:00:00,2020,5,4,23,0,Solar0
904,0.0,2020-05-05 00:00:00,2020,5,5,0,0,Solar0
908,0.0,2020-05-05 01:00:00,2020,5,5,1,0,Solar0
912,0.0,2020-05-05 02:00:00,2020,5,5,2,0,Solar0
916,0.0,2020-05-05 03:00:00,2020,5,5,3,0,Solar0
920,0.0,2020-05-05 04:00:00,2020,5,5,4,0,Solar0
924,0.0,2020-05-05 05:00:00,2020,5,5,5,0,Solar0
928,0.0,2020-05-05 06:00:00,2020,5,5,6,0,Solar0
932,0.0,2020-05-05 07:00:00,2020,5,5,7,0,Solar0
936,0.0,2020-05-05 08:00:00,2020,5,5,8,0,Solar0
940,0.0,2020-05-05 09:00:00,2020,5,5,9,0,Solar0
944,0.0,2020-05-05 10:00:00,2020,5,5,10,0,Solar0
948,0.0,2020-05-05 11:00:00,2020,5,5,11,0,Solar0
952,0.0,2020-05-05 12:00:00,2020,5,5,12,0,Solar0
956,0.0,2020-05-05 13:00:00,2020,5,5,13,0,Solar0
960,0.0,2020-05-05 14:00:00,2020,5,5,14,0,Solar0
964,0.0,2020-05-05 15:00:00,2020,5,5,15,0,Solar0
968,0.0,2020-05-05 16:00:00,2020,5,5,16,0,Solar0
972,0.0,2020-05-05 17:00:00,2020,5,5,17,0,Solar0
976,0.0,2020-05-05 18:00:00,2020,5,5,18,0,Solar0
980,0.0,2020-05-05 19:00:00,2020,5,5,19,0,Solar0
984,0.0,2020-05-05 20:00:00,2020,5,5,20,0,Solar0
988,0.0,2020-05-05 21:00:00,2020,5,5,21,0,Solar0
992,0.0,2020-05-05 22:00:00,2020,5,5,22,0,Solar0
996,0.0,2020-05-05 23:00:00,2020,5,5,23,0,Solar0
1000,0.0,2020-05-06 00:00:00,2020,5,6,0,0,Solar0
1004,0.0,2020-05-06 01:00:00,2020,5,6,1,0,Solar0
1008,0.0,2020-05-06 02:00:00,2020,5,6,2,0,Solar0
1012,0.0,2020-05-06 03:00:00,2020,5,6,3,0,Solar0
1016,0.0,2020-05-06 04:00:00,2020,5,6,4,0,Solar0
1020,0.0,2020-05-06 05:00:00,2020,5,6,5,0,Solar0
1024,0.0,2020-05-06 06:00:00,2020,5,6,6,0,Solar0
1028,0.0,2020-05-06 07:00:00,2020,5,6,7,0,Solar0
1032,0.0,2020-05-06 08:00:00,2020,5,6,8,0,Solar0
1036,0.0,2020-05-06 09:00:00,2020,5,6,9,0,Solar0
1040,0.0,2020-05-06 10:00:00,2020,5,6,10,0,Solar0
1044,0.0,2020-05-06 11:00:00,2020,5,6,11,0,Solar0
1048,0.0,2020-05-06 12:00:00,2020,5,6,12,0,Solar0
1052,0.0,2020-05-06 13:00:00,2020,5,6,13,0,Solar0
1056,0.0,2020-05-06 14:00:00,2020,5,6,14,0,Solar0
1060,0.0,2020-05-06 15:00:00,2020,5,6,15,0,Solar0
1064,0.0,2020-05-06 16:00:00,2020,5,6,16,0,Solar0
1068,0.0,2020-05-06 17:00:00,2020,5,6,17,0,Solar0
1072,0.0,2020-05-06 18:00:00,2020,5,6,18,0,Solar0
1076,0.0,2020-05-06 19:00:00,2020,5,6,19,0,Solar0
1080,0.0,2020-05-06 20:00:00,2020,5,6,20,0,Solar0
1084,0.0,2020-05-06 21:00:00,2020,5,6,21,0,Solar0
1088,0.0,2020-05-06 22:00:00,2020,5,6,22,0,Solar0
1092,0.0,2020-05-06 23:00:00,2020,5,6,23,0,Solar0
1096,0.0,2020-05-07 00:00:00,2020,5,7,0,0,Solar0
1100,0.0,2020-05-07 01:00:00,2020,5,7,1,0,Solar0
1104,0.0,2020-05-07 02:00:00,2020,5,7,2,0,Solar0
1108,0.0,2020-05-07 03:00:00,2020,5,7,3,0,Solar0
1112,0.0,2020-05-07 04:00:00,2020,5,7,4,0,Solar0
1116,0.0,2020-05-07 05:00:00,2020,5,7,5,0,Solar0
1120,0.0,2020-05-07 06:00:00,2020,5,7,6,0,Solar0
1124,0.0,2020-05-07 07:00:00,2020,5,7,7,0,Solar0
1128,0.0,2020-05-07 08:00:00,2020,5,7,8,0,Solar0
1132,0.0,2020-05-07 09:00:00,2020,5,7,9,0,Solar0
1136,0.0,2020-05-07 10:00:00,2020,5,7,10,0,Solar0
1140,0.0,2020-05-07 11:00:00,2020,5,7,11,0,Solar0
1144,0.0,2020-05-07 12:00:00,2020,5,7,12,0,Solar0
1148,0.0,2020-05-07 13:00:00,2020,5,7,13,0,Solar0
1152,0.0,2020-05-07 14:00:00,2020,5,7,14,0,Solar0
1156,0.0,2020-05-07 15:00:00,2020,5,7,15,0,Solar0
1160,0.0,2020-05-07 16:00:00,2020,5,7,16,0,Solar0
1164,0.0,2020-05-07 17:00:00,2020,5,7,17,0,Solar0
1168,0.0,2020-05-07 18:00:00,2020,5,7,18,0,Solar0
1172,0.0,2020-05-07 19:00:00,2020,5,7,19,0,Solar0
1176,0.0,2020-05-07 20:00:00,2020,5,7,20,0,Solar0
1180,0.0,2020-05-07 21:00:00,2020,5,7,21,0,Solar0
1184,0.0,2020-05-07 22:00:00,2020,5,7,22,0,Solar0
1188,0.0,2020-05-07 23:00:00,2020,5,7,23,0,Solar0
1192,0.0,2020-05-08 00:00:00,2020,5,8,0,0,Solar0
1196,0.0,2020-05-08 01:00:00,2020,5,8,1,0,Solar0
1200,0.0,2020-05-08 02:00:00,2020,5,8,2,0,Solar0
1204,0.0,2020-05-08 03:00:00,2020,5,8,3,0,Solar0
1208,0.0,2020-05-08 04:00:00,2020,5,8,4,0,Solar0
1212,0.0,2020-05-08 05:00:00,2020,5,8,5,0,Solar0
1216,0.0,2020-05-08 06:00:00,2020,5,8,6,0,Solar0
1220,0.0,2020-05-08 07:00:00,2020,5,8,7,0,Solar0
1224,0.0,2020-05-08 08:00:00,2020,5,8,8,0,Solar0
1228,0.0,2020-05-08 09:00:00,2020,5,8,9,0,Solar0
1232,0.0,2020-05-08 10:00:00,2020,5,8,10,0,Solar0
1236,0.0,2020-05-08 11:00:00,2020,5,8,11,0,Solar0
1240,0.0,2020-05-08 12:00:00,2020,5,8,12,0,Solar0
1244,0.0,2020-05-08 13:00:00,2020,5,8,13,0,Solar0
1248,0.0,2020-05-08 14:00:00,2020,5,8,14,0,Solar0
1252,0.0,2020-05-08 15:00:00,2020,5,8,15,0,Solar0
1256,0.0,2020-05-08 16:00:00,2020,5,8,16,0,Solar0
1260,0.0,2020-05-08 17:00:00,2020,5,8,17,0,Solar0
1264,0.0,2020-05-08 18:00:00,2020,5,8,18,0,Solar0
1268,0.0,2020-05-08 19:00:00,2020,5,8,19,0,Solar0
1272,0.0,2020-05-08 20:00:00,2020,5,8,20,0,Solar0
1276,0.0,2020-05-08 21:00:00,2020,5,8,21,0,Solar0
1280,0.0,2020-05-08 22:00:00,2020,5,8,22,0,Solar0
1284,0.0,2020-05-08 23:00:00,2020,5,8,23,0,Solar0
1288,0.0,2020-05-09 00:00:00,2020,5,9,0,0,Solar0
1292,0.0,2020-05-09 01:00:00,2020,5,9,1,0,Solar0
1296,0.0,2020-05-09 02:00:00,2020,5,9,2,0,Solar0
1300,0.0,2020-05-09 03:00:00,2020,5,9,3,0,Solar0
1304,0.0,2020-05-09 04:00:00,2020,5,9,4,0,Solar0
1308,0.0,2020-05-09 05:00:00,2020,5,9,5,0,Solar0
1312,0.0,2020-05-09 06:00:00,2020,5,9,6,0,Solar0
1316,0.0,2020-05-09 07:00:00,2020,5,9,7,0,Solar0
1320,0.0,2020-05-09 08:00:00,2020,5,9,8,0,Solar0
1324,0.0,2020-05-09 09:00:00,2020,5,9,9,0,Solar0
1328,0.0,2020-05-09 10:00:00,2020,5,9,10,0,Solar0
1332,0.0,2020-05-09 11:00:00,2020,5,9,11,0,Solar0
1336,0.0,2020-05-09 12:00:00,2020,5,9,12,0,Solar0
1340,0.0,2020-05-09 13:00:00,2020,5,9,13,0,Solar0
1344,0.0,2020-05-09 14:00:00,2020,5,9,14,0,Solar0
1348,0.0,2020-05-09 15:00:00,2020,5,9,15,0,Solar0
1352,0.0,2020-05-09 16:00:00,2020,5,9,16,0,Solar0
1356,0.0,2020-05-09 17:00:00,2020,5,9,17,0,Solar0
1360,0.0,2020-05-09 18:00:00,2020,5,9,18,0,Solar0
1364,0.0,2020-05-09 19:00:00,2020,5,9,19,0,Solar0
1368,0.0,2020-05-09 20:00:00,2020,5,9,20,0,Solar0
1372,0.0,2020-05-09 21:00:00,2020,5,9,21,0,Solar0
1376,0.0,2020-05-09 22:00:00,2020,5,9,22,0,Solar0
1380,0.0,2020-05-09 23:00:00,2020,5,9,23,0,Solar0
1384,0.0,2020-05-10 00:00:00,2020,5,10,0,0,Solar0
1388,0.0,2020-05-10 01:00:00,2020,5,10,1,0,Solar0
1392,0.0,2020-05-10 02:00:00,2020,5,10,2,0,Solar0
1396,0.0,2020-05-10 03:00:00,2020,5,10,3,0,Solar0
1400,0.0,2020-05-10 04:00:00,2020,5,10,4,0,Solar0
1404,0.0,2020-05-10 05:00:00,2020,5,10,5,0,Solar0
1408,0.0,2020-05-10 06:00:00,2020,5,10,6,0,Solar0
1412,0.0,2020-05-10 07:00:00,2020,5,10,7,0,Solar0
1416,0.0,2020-05-10 08:00:00,2020,5,10,8,0,Solar0
1420,0.0,2020-05-10 09:00:00,2020,5,10,9,0,Solar0
1424,0.0,2020-05-10 10:00:00,2020,5,10,10,0,Solar0
1428,0.0,2020-05-10 11:00:00,2020,5,10,11,0,Solar0
1432,0.0,2020-05-10 12:00:00,2020,5,10,12,0,Solar0
1436,0.0,2020-05-10 13:00:00,2020,5,10,13,0,Solar0
1440,0.0,2020-05-10 14:00:00,2020,5,10,14,0,Solar0
1444,0.0,2020-05-10 15:00:00,2020,5,10,15,0,Solar0
1448,0.0,2020-05-10 16:00:00,2020,5,10,16,0,Solar0
1452,0.0,2020-05-10 17:00:00,2020,5,10,17,0,Solar0
1456,0.0,2020-05-10 18:00:00,2020,5,10,18,0,Solar0
1460,0.0,2020-05-10 19:00:00,2020,5,10,19,0,Solar0
1464,0.0,2020-05-10 20:00:00,2020,5,10,20,0,Solar0
1468,0.0,2020-05-10 21:00:00,2020,5,10,21,0,Solar0
1472,0.0,2020-05-10 22:00:00,2020,5,10,22,0,Solar0
1476,0.0,2020-05-10 23:00:00,2020,5,10,23,0,Solar0
1480,0.0,2020-05-11 00:00:00,2020,5,11,0,0,Solar0
1484,0.0,2020-05-11 01:00:00,2020,5,11,1,0,Solar0
1488,0.0,2020-05-11 02:00:00,2020,5,11,2,0,Solar0
1492,0.0,2020-05-11 03:00:00,2020,5,11,3,0,Solar0
1496,0.0,2020-05-11 04:00:00,2020,5,11,4,0,Solar0
1500,0.0,2020-05-11 05:00:00,2020,5,11,5,0,Solar0
1504,0.0,2020-05-11 06:00:00,2020,5,11,6,0,Solar0
1508,0.0,2020-05-11 07:00:00,2020,5,11,7,0,Solar0
1512,0.0,2020-05-11 08:00:00,2020,5,11,8,0,Solar0
1516,0.0,2020-05-11 09:00:00,2020,5,11,9,0,Solar0
1520,0.0,2020-05-11 10:00:00,2020,5,11,10,0,Solar0
1524,0.0,2020-05-11 11:00:00,2020,5,11,11,0,Solar0
1528,0.0,2020-05-11 12:00:00,2020,5,11,12,0,Solar0
1532,0.0,2020-05-11 13:00:00,2020,5,11,13,0,Solar0
1536,0.0,2020-05-11 14:00:00,2020,5,11,14,0,Solar0
1540,0.0,2020-05-11 15:00:00,2020,5,11,15,0,Solar0
1544,0.0,2020-05-11 16:00:00,2020,5,11,16,0,Solar0
1548,0.0,2020-05-11 17:00:00,2020,5,11,17,0,Solar0
1552,0.0,2020-05-11 18:00:00,2020,5,11,18,0,Solar0
1556,0.0,2020-05-11 19:00:00,2020,5,11,19,0,Solar0
1560,0.0,2020-05-11 20:00:00,2020,5,11,20,0,Solar0
1564,0.0,2020-05-11 21:00:00,2020,5,11,21,0,Solar0
1568,0.0,2020-05-11 22:00:00,2020,5,11,22,0,Solar0
