,series_name,Year,Month,Day_of_Month,Week,Day,Hour,series_value,datetime
169,Solar0,2020,May,1,18,5,1,0,1/05/2020 1:00
170,Solar0,2020,May,1,18,5,2,0,1/05/2020 2:00
171,Solar0,2020,May,1,18,5,3,0,1/05/2020 3:00
172,Solar0,2020,May,1,18,5,4,0,1/05/2020 4:00
173,Solar0,2020,May,1,18,5,5,0,1/05/2020 5:00
174,Solar0,2020,May,1,18,5,6,0,1/05/2020 6:00
175,Solar0,2020,May,1,18,5,7,0,1/05/2020 7:00
176,Solar0,2020,May,1,18,5,8,0,1/05/2020 8:00
177,Solar0,2020,May,1,18,5,9,0,1/05/2020 9:00
178,Solar0,2020,May,1,18,5,10,0,1/05/2020 10:00
179,Solar0,2020,May,1,18,5,11,0,1/05/2020 11:00
180,Solar0,2020,May,1,18,5,12,0,1/05/2020 12:00
181,Solar0,2020,May,1,18,5,13,0,1/05/2020 13:00
182,Solar0,2020,May,1,18,5,14,0,1/05/2020 14:00
183,Solar0,2020,May,1,18,5,15,0,1/05/2020 15:00
184,Solar0,2020,May,1,18,5,16,0,1/05/2020 16:00
185,Solar0,2020,May,1,18,5,17,0,1/05/2020 17:00
186,Solar0,2020,May,1,18,5,18,0,1/05/2020 18:00
187,Solar0,2020,May,1,18,5,19,0,1/05/2020 19:00
188,Solar0,2020,May,1,18,5,20,0,1/05/2020 20:00
189,Solar0,2020,May,1,18,5,21,0,1/05/2020 21:00
190,Solar0,2020,May,1,18,5,22,0,1/05/2020 22:00
191,Solar0,2020,May,1,18,5,23,0,1/05/2020 23:00
192,Solar0,2020,May,2,18,6,0,0,2/05/2020 0:00
193,Solar0,2020,May,2,18,6,1,0,2/05/2020 1:00
194,Solar0,2020,May,2,18,6,2,0,2/05/2020 2:00
195,Solar0,2020,May,2,18,6,3,0,2/05/2020 3:00
196,Solar0,2020,May,2,18,6,4,0,2/05/2020 4:00
197,Solar0,2020,May,2,18,6,5,0,2/05/2020 5:00
198,Solar0,2020,May,2,18,6,6,0,2/05/2020 6:00
199,Solar0,2020,May,2,18,6,7,0,2/05/2020 7:00
200,Solar0,2020,May,2,18,6,8,0,2/05/2020 8:00
201,Solar0,2020,May,2,18,6,9,0,2/05/2020 9:00
202,Solar0,2020,May,2,18,6,10,0,2/05/2020 10:00
203,Solar0,2020,May,2,18,6,11,0,2/05/2020 11:00
204,Solar0,2020,May,2,18,6,12,0,2/05/2020 12:00
205,Solar0,2020,May,2,18,6,13,0,2/05/2020 13:00
206,Solar0,2020,May,2,18,6,14,0,2/05/2020 14:00
207,Solar0,2020,May,2,18,6,15,0,2/05/2020 15:00
208,Solar0,2020,May,2,18,6,16,0,2/05/2020 16:00
209,Solar0,2020,May,2,18,6,17,0,2/05/2020 17:00
210,Solar0,2020,May,2,18,6,18,0,2/05/2020 18:00
211,Solar0,2020,May,2,18,6,19,0,2/05/2020 19:00
212,Solar0,2020,May,2,18,6,20,0,2/05/2020 20:00
213,Solar0,2020,May,2,18,6,21,0,2/05/2020 21:00
214,Solar0,2020,May,2,18,6,22,0,2/05/2020 22:00
215,Solar0,2020,May,2,18,6,23,0,2/05/2020 23:00
216,Solar0,2020,May,3,18,7,0,0,3/05/2020 0:00
217,Solar0,2020,May,3,18,7,1,0,3/05/2020 1:00
218,Solar0,2020,May,3,18,7,2,0,3/05/2020 2:00
219,Solar0,2020,May,3,18,7,3,0,3/05/2020 3:00
220,Solar0,2020,May,3,18,7,4,0,3/05/2020 4:00
221,Solar0,2020,May,3,18,7,5,0,3/05/2020 5:00
222,Solar0,2020,May,3,18,7,6,0,3/05/2020 6:00
223,Solar0,2020,May,3,18,7,7,0,3/05/2020 7:00
224,Solar0,2020,May,3,18,7,8,0,3/05/2020 8:00
225,Solar0,2020,May,3,18,7,9,0,3/05/2020 9:00
226,Solar0,2020,May,3,18,7,10,0,3/05/2020 10:00
227,Solar0,2020,May,3,18,7,11,0,3/05/2020 11:00
228,Solar0,2020,May,3,18,7,12,0,3/05/2020 12:00
229,Solar0,2020,May,3,18,7,13,0,3/05/2020 13:00
230,Solar0,2020,May,3,18,7,14,0,3/05/2020 14:00
231,Solar0,2020,May,3,18,7,15,0,3/05/2020 15:00
232,Solar0,2020,May,3,18,7,16,0,3/05/2020 16:00
233,Solar0,2020,May,3,18,7,17,0,3/05/2020 17:00
234,Solar0,2020,May,3,18,7,18,0,3/05/2020 18:00
235,Solar0,2020,May,3,18,7,19,0,3/05/2020 19:00
236,Solar0,2020,May,3,18,7,20,0,3/05/2020 20:00
237,Solar0,2020,May,3,18,7,21,0,3/05/2020 21:00
238,Solar0,2020,May,3,18,7,22,0,3/05/2020 22:00
239,Solar0,2020,May,3,18,7,23,0,3/05/2020 23:00
240,Solar0,2020,May,11,19,1,0,0,11/05/2020 0:00
241,Solar0,2020,May,11,19,1,1,0,11/05/2020 1:00
242,Solar0,2020,May,11,19,1,2,0,11/05/2020 2:00
243,Solar0,2020,May,11,19,1,3,0,11/05/2020 3:00
244,Solar0,2020,May,11,19,1,4,0,11/05/2020 4:00
245,Solar0,2020,May,11,19,1,5,0,11/05/2020 5:00
246,Solar0,2020,May,11,19,1,6,0,11/05/2020 6:00
247,Solar0,2020,May,11,19,1,7,0,11/05/2020 7:00
248,Solar0,2020,May,11,19,1,8,0,11/05/2020 8:00
249,Solar0,2020,May,11,19,1,9,0,11/05/2020 9:00
250,Solar0,2020,May,11,19,1,10,0,11/05/2020 10:00
251,Solar0,2020,May,11,19,1,11,0,11/05/2020 11:00
252,Solar0,2020,May,11,19,1,12,0,11/05/2020 12:00
253,Solar0,2020,May,11,19,1,13,0,11/05/2020 13:00
254,Solar0,2020,May,11,19,1,14,0,11/05/2020 14:00
255,Solar0,2020,May,11,19,1,15,0,11/05/2020 15:00
256,Solar0,2020,May,11,19,1,16,0,11/05/2020 16:00
257,Solar0,2020,May,11,19,1,17,0,11/05/2020 17:00
258,Solar0,2020,May,11,19,1,18,0,11/05/2020 18:00
259,Solar0,2020,May,11,19,1,19,0,11/05/2020 19:00
260,Solar0,2020,May,11,19,1,20,0,11/05/2020 20:00
261,Solar0,2020,May,11,19,1,21,0,11/05/2020 21:00
262,Solar0,2020,May,11,19,1,22,0,11/05/2020 22:00
263,Solar0,2020,May,11,19,1,23,0,11/05/2020 23:00
264,Solar0,2020,May,12,19,2,0,0,12/05/2020 0:00
265,Solar0,2020,May,12,19,2,1,0,12/05/2020 1:00
266,Solar0,2020,May,12,19,2,2,0,12/05/2020 2:00
267,Solar0,2020,May,12,19,2,3,0,12/05/2020 3:00
268,Solar0,2020,May,12,19,2,4,0,12/05/2020 4:00
269,Solar0,2020,May,12,19,2,5,0,12/05/2020 5:00
270,Solar0,2020,May,12,19,2,6,0,12/05/2020 6:00
271,Solar0,2020,May,12,19,2,7,0,12/05/2020 7:00
272,Solar0,2020,May,12,19,2,8,0,12/05/2020 8:00
273,Solar0,2020,May,12,19,2,9,0,12/05/2020 9:00
274,Solar0,2020,May,12,19,2,10,0,12/05/2020 10:00
275,Solar0,2020,May,12,19,2,11,0,12/05/2020 11:00
276,Solar0,2020,May,12,19,2,12,0,12/05/2020 12:00
277,Solar0,2020,May,12,19,2,13,0,12/05/2020 13:00
278,Solar0,2020,May,12,19,2,14,0,12/05/2020 14:00
279,Solar0,2020,May,12,19,2,15,0,12/05/2020 15:00
280,Solar0,2020,May,12,19,2,16,0,12/05/2020 16:00
281,Solar0,2020,May,12,19,2,17,0,12/05/2020 17:00
282,Solar0,2020,May,12,19,2,18,0,12/05/2020 18:00
283,Solar0,2020,May,12,19,2,19,0,12/05/2020 19:00
284,Solar0,2020,May,12,19,2,20,0,12/05/2020 20:00
285,Solar0,2020,May,12,19,2,21,0,12/05/2020 21:00
286,Solar0,2020,May,12,19,2,22,0,12/05/2020 22:00
287,Solar0,2020,May,12,19,2,23,0,12/05/2020 23:00
288,Solar0,2020,May,6,19,3,0,0,6/05/2020 0:00
289,Solar0,2020,May,6,19,3,1,0,6/05/2020 1:00
290,Solar0,2020,May,6,19,3,2,0,6/05/2020 2:00
291,Solar0,2020,May,6,19,3,3,0,6/05/2020 3:00
292,Solar0,2020,May,6,19,3,4,0,6/05/2020 4:00
293,Solar0,2020,May,6,19,3,5,0,6/05/2020 5:00
294,Solar0,2020,May,6,19,3,6,0,6/05/2020 6:00
295,Solar0,2020,May,6,19,3,7,0,6/05/2020 7:00
296,Solar0,2020,May,6,19,3,8,0,6/05/2020 8:00
297,Solar0,2020,May,6,19,3,9,0,6/05/2020 9:00
298,Solar0,2020,May,6,19,3,10,0,6/05/2020 10:00
299,Solar0,2020,May,6,19,3,11,0,6/05/2020 11:00
300,Solar0,2020,May,6,19,3,12,0,6/05/2020 12:00
301,Solar0,2020,May,6,19,3,13,0,6/05/2020 13:00
302,Solar0,2020,May,6,19,3,14,0,6/05/2020 14:00
303,Solar0,2020,May,6,19,3,15,0,6/05/2020 15:00
304,Solar0,2020,May,6,19,3,16,0,6/05/2020 16:00
305,Solar0,2020,May,6,19,3,17,0,6/05/2020 17:00
306,Solar0,2020,May,6,19,3,18,0,6/05/2020 18:00
307,Solar0,2020,May,6,19,3,19,0,6/05/2020 19:00
308,Solar0,2020,May,6,19,3,20,0,6/05/2020 20:00
309,Solar0,2020,May,6,19,3,21,0,6/05/2020 21:00
310,Solar0,2020,May,6,19,3,22,0,6/05/2020 22:00
311,Solar0,2020,May,6,19,3,23,0,6/05/2020 23:00
312,Solar0,2020,May,7,19,4,0,0,7/05/2020 0:00
313,Solar0,2020,May,7,19,4,1,0,7/05/2020 1:00
314,Solar0,2020,May,7,19,4,2,0,7/05/2020 2:00
315,Solar0,2020,May,7,19,4,3,0,7/05/2020 3:00
316,Solar0,2020,May,7,19,4,4,0,7/05/2020 4:00
317,Solar0,2020,May,7,19,4,5,0,7/05/2020 5:00
318,Solar0,2020,May,7,19,4,6,0,7/05/2020 6:00
319,Solar0,2020,May,7,19,4,7,0,7/05/2020 7:00
320,Solar0,2020,May,7,19,4,8,0,7/05/2020 8:00
321,Solar0,2020,May,7,19,4,9,0,7/05/2020 9:00
322,Solar0,2020,May,7,19,4,10,0,7/05/2020 10:00
323,Solar0,2020,May,7,19,4,11,0,7/05/2020 11:00
324,Solar0,2020,May,7,19,4,12,0,7/05/2020 12:00
325,Solar0,2020,May,7,19,4,13,0,7/05/2020 13:00
326,Solar0,2020,May,7,19,4,14,0,7/05/2020 14:00
327,Solar0,2020,May,7,19,4,15,0,7/05/2020 15:00
328,Solar0,2020,May,7,19,4,16,0,7/05/2020 16:00
329,Solar0,2020,May,7,19,4,17,0,7/05/2020 17:00
330,Solar0,2020,May,7,19,4,18,0,7/05/2020 18:00
331,Solar0,2020,May,7,19,4,19,0,7/05/2020 19:00
332,Solar0,2020,May,7,19,4,20,0,7/05/2020 20:00
333,Solar0,2020,May,7,19,4,21,0,7/05/2020 21:00
334,Solar0,2020,May,7,19,4,22,0,7/05/2020 22:00
335,Solar0,2020,May,7,19,4,23,0,7/05/2020 23:00
336,Solar0,2020,May,8,19,5,0,0,8/05/2020 0:00
337,Solar0,2020,May,8,19,5,1,0,8/05/2020 1:00
338,Solar0,2020,May,8,19,5,2,0,8/05/2020 2:00
339,Solar0,2020,May,8,19,5,3,0,8/05/2020 3:00
340,Solar0,2020,May,8,19,5,4,0,8/05/2020 4:00
341,Solar0,2020,May,8,19,5,5,0,8/05/2020 5:00
342,Solar0,2020,May,8,19,5,6,0,8/05/2020 6:00
343,Solar0,2020,May,8,19,5,7,0,8/05/2020 7:00
344,Solar0,2020,May,8,19,5,8,0,8/05/2020 8:00
345,Solar0,2020,May,8,19,5,9,0,8/05/2020 9:00
346,Solar0,2020,May,8,19,5,10,0,8/05/2020 10:00
347,Solar0,2020,May,8,19,5,11,0,8/05/2020 11:00
348,Solar0,2020,May,8,19,5,12,0,8/05/2020 12:00
349,Solar0,2020,May,8,19,5,13,0,8/05/2020 13:00
350,Solar0,2020,May,8,19,5,14,0,8/05/2020 14:00
351,Solar0,2020,May,8,19,5,15,0,8/05/2020 15:00
352,Solar0,2020,May,8,19,5,16,0,8/05/2020 16:00
353,Solar0,2020,May,8,19,5,17,0,8/05/2020 17:00
354,Solar0,2020,May,8,19,5,18,0,8/05/2020 18:00
355,Solar0,2020,May,8,19,5,19,0,8/05/2020 19:00
356,Solar0,2020,May,8,19,5,20,0,8/05/2020 20:00
357,Solar0,2020,May,8,19,5,21,0,8/05/2020 21:00
358,Solar0,2020,May,8,19,5,22,0,8/05/2020 22:00
359,Solar0,2020,May,8,19,5,23,0,8/05/2020 23:00
360,Solar0,2020,May,9,19,6,0,0,9/05/2020 0:00
361,Solar0,2020,May,9,19,6,1,0,9/05/2020 1:00
362,Solar0,2020,May,9,19,6,2,0,9/05/2020 2:00
363,Solar0,2020,May,9,19,6,3,0,9/05/2020 3:00
364,Solar0,2020,May,9,19,6,4,0,9/05/2020 4:00
365,Solar0,2020,May,9,19,6,5,0,9/05/2020 5:00
366,Solar0,2020,May,9,19,6,6,0,9/05/2020 6:00
367,Solar0,2020,May,9,19,6,7,0,9/05/2020 7:00
368,Solar0,2020,May,9,19,6,8,0,9/05/2020 8:00
369,Solar0,2020,May,9,19,6,9,0,9/05/2020 9:00
370,Solar0,2020,May,9,19,6,10,0,9/05/2020 10:00
371,Solar0,2020,May,9,19,6,11,0,9/05/2020 11:00
372,Solar0,2020,May,9,19,6,12,0,9/05/2020 12:00
373,Solar0,2020,May,9,19,6,13,0,9/05/2020 13:00
374,Solar0,2020,May,9,19,6,14,0,9/05/2020 14:00
375,Solar0,2020,May,9,19,6,15,0,9/05/2020 15:00
376,Solar0,2020,May,9,19,6,16,0,9/05/2020 16:00
377,Solar0,2020,May,9,19,6,17,0,9/05/2020 17:00
378,Solar0,2020,May,9,19,6,18,0,9/05/2020 18:00
379,Solar0,2020,May,9,19,6,19,0,9/05/2020 19:00
380,Solar0,2020,May,9,19,6,20,0,9/05/2020 20:00
381,Solar0,2020,May,9,19,6,21,0,9/05/2020 21:00
382,Solar0,2020,May,9,19,6,22,0,9/05/2020 22:00
383,Solar0,2020,May,9,19,6,23,0,9/05/2020 23:00
384,Solar0,2020,May,10,19,7,0,0,10/05/2020 0:00
385,Solar0,2020,May,10,19,7,1,0,10/05/2020 1:00
386,Solar0,2020,May,10,19,7,2,0,10/05/2020 2:00
387,Solar0,2020,May,10,19,7,3,0,10/05/2020 3:00
388,Solar0,2020,May,10,19,7,4,0,10/05/2020 4:00
389,Solar0,2020,May,10,19,7,5,0,10/05/2020 5:00
390,Solar0,2020,May,10,19,7,6,0,10/05/2020 6:00
391,Solar0,2020,May,10,19,7,7,0,10/05/2020 7:00
392,Solar0,2020,May,10,19,7,8,0,10/05/2020 8:00
393,Solar0,2020,May,10,19,7,9,0,10/05/2020 9:00
394,Solar0,2020,May,10,19,7,10,0,10/05/2020 10:00
395,Solar0,2020,May,10,19,7,11,0,10/05/2020 11:00
396,Solar0,2020,May,10,19,7,12,0,10/05/2020 12:00
397,Solar0,2020,May,10,19,7,13,0,10/05/2020 13:00
398,Solar0,2020,May,10,19,7,14,0,10/05/2020 14:00
399,Solar0,2020,May,10,19,7,15,0,10/05/2020 15:00
400,Solar0,2020,May,10,19,7,16,0,10/05/2020 16:00
401,Solar0,2020,May,10,19,7,17,0,10/05/2020 17:00
402,Solar0,2020,May,10,19,7,18,0,10/05/2020 18:00
403,Solar0,2020,May,10,19,7,19,0,10/05/2020 19:00
404,Solar0,2020,May,10,19,7,20,0,10/05/2020 20:00
405,Solar0,2020,May,10,19,7,21,0,10/05/2020 21:00
406,Solar0,2020,May,10,19,7,22,0,10/05/2020 22:00
407,Solar0,2020,May,10,19,7,23,0,10/05/2020 23:00
408,Solar0,2020,May,18,20,1,0,0,18/05/2020 0:00
409,Solar0,2020,May,18,20,1,1,0,18/05/2020 1:00
410,Solar0,2020,May,18,20,1,2,0,18/05/2020 2:00
411,Solar0,2020,May,18,20,1,3,0,18/05/2020 3:00
412,Solar0,2020,May,18,20,1,4,0,18/05/2020 4:00
413,Solar0,2020,May,18,20,1,5,0,18/05/2020 5:00
