,series_name,Year,Month,Day_of_Month,Week,Day,Hour,series_value,datetime,NumericMonth
141,Solar0,2020,Apr,29,18,3,21,0,29/04/2020 21:00,4
142,Solar0,2020,Apr,29,18,3,22,0,29/04/2020 22:00,4
143,Solar0,2020,Apr,29,18,3,23,0,29/04/2020 23:00,4
144,Solar0,2020,Apr,30,18,4,0,0,30/04/2020 0:00,4
145,Solar0,2020,Apr,30,18,4,1,0,30/04/2020 1:00,4
146,Solar0,2020,Apr,30,18,4,2,0,30/04/2020 2:00,4
147,Solar0,2020,Apr,30,18,4,3,0,30/04/2020 3:00,4
148,Solar0,2020,Apr,30,18,4,4,0,30/04/2020 4:00,4
149,Solar0,2020,Apr,30,18,4,5,0,30/04/2020 5:00,4
150,Solar0,2020,Apr,30,18,4,6,0,30/04/2020 6:00,4
151,Solar0,2020,Apr,30,18,4,7,0,30/04/2020 7:00,4
152,Solar0,2020,Apr,30,18,4,8,0,30/04/2020 8:00,4
153,Solar0,2020,Apr,30,18,4,9,0,30/04/2020 9:00,4
154,Solar0,2020,Apr,30,18,4,10,0,30/04/2020 10:00,4
155,Solar0,2020,Apr,30,18,4,11,0,30/04/2020 11:00,4
156,Solar0,2020,Apr,30,18,4,12,0,30/04/2020 12:00,4
157,Solar0,2020,Apr,30,18,4,13,0,30/04/2020 13:00,4
158,Solar0,2020,Apr,30,18,4,14,0,30/04/2020 14:00,4
159,Solar0,2020,Apr,30,18,4,15,0,30/04/2020 15:00,4
160,Solar0,2020,Apr,30,18,4,16,0,30/04/2020 16:00,4
161,Solar0,2020,Apr,30,18,4,17,0,30/04/2020 17:00,4
162,Solar0,2020,Apr,30,18,4,18,0,30/04/2020 18:00,4
163,Solar0,2020,Apr,30,18,4,19,0,30/04/2020 19:00,4
164,Solar0,2020,Apr,30,18,4,20,0,30/04/2020 20:00,4
165,Solar0,2020,Apr,30,18,4,21,0,30/04/2020 21:00,4
166,Solar0,2020,Apr,30,18,4,22,0,30/04/2020 22:00,4
167,Solar0,2020,Apr,30,18,4,23,0,30/04/2020 23:00,4
168,Solar0,2020,May,1,18,5,0,0,1/05/2020 0:00,5
169,Solar0,2020,May,1,18,5,1,0,1/05/2020 1:00,5
170,Solar0,2020,May,1,18,5,2,0,1/05/2020 2:00,5
171,Solar0,2020,May,1,18,5,3,0,1/05/2020 3:00,5
172,Solar0,2020,May,1,18,5,4,0,1/05/2020 4:00,5
173,Solar0,2020,May,1,18,5,5,0,1/05/2020 5:00,5
174,Solar0,2020,May,1,18,5,6,0,1/05/2020 6:00,5
175,Solar0,2020,May,1,18,5,7,0,1/05/2020 7:00,5
176,Solar0,2020,May,1,18,5,8,0,1/05/2020 8:00,5
177,Solar0,2020,May,1,18,5,9,0,1/05/2020 9:00,5
178,Solar0,2020,May,1,18,5,10,0,1/05/2020 10:00,5
179,Solar0,2020,May,1,18,5,11,0,1/05/2020 11:00,5
180,Solar0,2020,May,1,18,5,12,0,1/05/2020 12:00,5
181,Solar0,2020,May,1,18,5,13,0,1/05/2020 13:00,5
182,Solar0,2020,May,1,18,5,14,0,1/05/2020 14:00,5
183,Solar0,2020,May,1,18,5,15,0,1/05/2020 15:00,5
184,Solar0,2020,May,1,18,5,16,0,1/05/2020 16:00,5
185,Solar0,2020,May,1,18,5,17,0,1/05/2020 17:00,5
186,Solar0,2020,May,1,18,5,18,0,1/05/2020 18:00,5
187,Solar0,2020,May,1,18,5,19,0,1/05/2020 19:00,5
188,Solar0,2020,May,1,18,5,20,0,1/05/2020 20:00,5
189,Solar0,2020,May,1,18,5,21,0,1/05/2020 21:00,5
190,Solar0,2020,May,1,18,5,22,0,1/05/2020 22:00,5
191,Solar0,2020,May,1,18,5,23,0,1/05/2020 23:00,5
192,Solar0,2020,May,2,18,6,0,0,2/05/2020 0:00,5
193,Solar0,2020,May,2,18,6,1,0,2/05/2020 1:00,5
194,Solar0,2020,May,2,18,6,2,0,2/05/2020 2:00,5
195,Solar0,2020,May,2,18,6,3,0,2/05/2020 3:00,5
196,Solar0,2020,May,2,18,6,4,0,2/05/2020 4:00,5
197,Solar0,2020,May,2,18,6,5,0,2/05/2020 5:00,5
198,Solar0,2020,May,2,18,6,6,0,2/05/2020 6:00,5
199,Solar0,2020,May,2,18,6,7,0,2/05/2020 7:00,5
200,Solar0,2020,May,2,18,6,8,0,2/05/2020 8:00,5
201,Solar0,2020,May,2,18,6,9,0,2/05/2020 9:00,5
202,Solar0,2020,May,2,18,6,10,0,2/05/2020 10:00,5
203,Solar0,2020,May,2,18,6,11,0,2/05/2020 11:00,5
204,Solar0,2020,May,2,18,6,12,0,2/05/2020 12:00,5
205,Solar0,2020,May,2,18,6,13,0,2/05/2020 13:00,5
206,Solar0,2020,May,2,18,6,14,0,2/05/2020 14:00,5
207,Solar0,2020,May,2,18,6,15,0,2/05/2020 15:00,5
208,Solar0,2020,May,2,18,6,16,0,2/05/2020 16:00,5
209,Solar0,2020,May,2,18,6,17,0,2/05/2020 17:00,5
210,Solar0,2020,May,2,18,6,18,0,2/05/2020 18:00,5
211,Solar0,2020,May,2,18,6,19,0,2/05/2020 19:00,5
212,Solar0,2020,May,2,18,6,20,0,2/05/2020 20:00,5
213,Solar0,2020,May,2,18,6,21,0,2/05/2020 21:00,5
214,Solar0,2020,May,2,18,6,22,0,2/05/2020 22:00,5
215,Solar0,2020,May,2,18,6,23,0,2/05/2020 23:00,5
216,Solar0,2020,May,3,18,7,0,0,3/05/2020 0:00,5
217,Solar0,2020,May,3,18,7,1,0,3/05/2020 1:00,5
218,Solar0,2020,May,3,18,7,2,0,3/05/2020 2:00,5
219,Solar0,2020,May,3,18,7,3,0,3/05/2020 3:00,5
220,Solar0,2020,May,3,18,7,4,0,3/05/2020 4:00,5
221,Solar0,2020,May,3,18,7,5,0,3/05/2020 5:00,5
222,Solar0,2020,May,3,18,7,6,0,3/05/2020 6:00,5
223,Solar0,2020,May,3,18,7,7,0,3/05/2020 7:00,5
224,Solar0,2020,May,3,18,7,8,0,3/05/2020 8:00,5
225,Solar0,2020,May,3,18,7,9,0,3/05/2020 9:00,5
226,Solar0,2020,May,3,18,7,10,0,3/05/2020 10:00,5
227,Solar0,2020,May,3,18,7,11,0,3/05/2020 11:00,5
228,Solar0,2020,May,3,18,7,12,0,3/05/2020 12:00,5
229,Solar0,2020,May,3,18,7,13,0,3/05/2020 13:00,5
230,Solar0,2020,May,3,18,7,14,0,3/05/2020 14:00,5
231,Solar0,2020,May,3,18,7,15,0,3/05/2020 15:00,5
232,Solar0,2020,May,3,18,7,16,0,3/05/2020 16:00,5
233,Solar0,2020,May,3,18,7,17,0,3/05/2020 17:00,5
234,Solar0,2020,May,3,18,7,18,0,3/05/2020 18:00,5
235,Solar0,2020,May,3,18,7,19,0,3/05/2020 19:00,5
236,Solar0,2020,May,3,18,7,20,0,3/05/2020 20:00,5
237,Solar0,2020,May,3,18,7,21,0,3/05/2020 21:00,5
238,Solar0,2020,May,3,18,7,22,0,3/05/2020 22:00,5
239,Solar0,2020,May,3,18,7,23,0,3/05/2020 23:00,5
240,Solar0,2020,May,11,19,1,0,0,11/05/2020 0:00,5
241,Solar0,2020,May,11,19,1,1,0,11/05/2020 1:00,5
242,Solar0,2020,May,11,19,1,2,0,11/05/2020 2:00,5
243,Solar0,2020,May,11,19,1,3,0,11/05/2020 3:00,5
244,Solar0,2020,May,11,19,1,4,0,11/05/2020 4:00,5
245,Solar0,2020,May,11,19,1,5,0,11/05/2020 5:00,5
246,Solar0,2020,May,11,19,1,6,0,11/05/2020 6:00,5
247,Solar0,2020,May,11,19,1,7,0,11/05/2020 7:00,5
248,Solar0,2020,May,11,19,1,8,0,11/05/2020 8:00,5
249,Solar0,2020,May,11,19,1,9,0,11/05/2020 9:00,5
250,Solar0,2020,May,11,19,1,10,0,11/05/2020 10:00,5
251,Solar0,2020,May,11,19,1,11,0,11/05/2020 11:00,5
252,Solar0,2020,May,11,19,1,12,0,11/05/2020 12:00,5
253,Solar0,2020,May,11,19,1,13,0,11/05/2020 13:00,5
254,Solar0,2020,May,11,19,1,14,0,11/05/2020 14:00,5
255,Solar0,2020,May,11,19,1,15,0,11/05/2020 15:00,5
256,Solar0,2020,May,11,19,1,16,0,11/05/2020 16:00,5
257,Solar0,2020,May,11,19,1,17,0,11/05/2020 17:00,5
258,Solar0,2020,May,11,19,1,18,0,11/05/2020 18:00,5
259,Solar0,2020,May,11,19,1,19,0,11/05/2020 19:00,5
260,Solar0,2020,May,11,19,1,20,0,11/05/2020 20:00,5
261,Solar0,2020,May,11,19,1,21,0,11/05/2020 21:00,5
262,Solar0,2020,May,11,19,1,22,0,11/05/2020 22:00,5
263,Solar0,2020,May,11,19,1,23,0,11/05/2020 23:00,5
264,Solar0,2020,May,12,19,2,0,0,12/05/2020 0:00,5
265,Solar0,2020,May,12,19,2,1,0,12/05/2020 1:00,5
266,Solar0,2020,May,12,19,2,2,0,12/05/2020 2:00,5
267,Solar0,2020,May,12,19,2,3,0,12/05/2020 3:00,5
268,Solar0,2020,May,12,19,2,4,0,12/05/2020 4:00,5
269,Solar0,2020,May,12,19,2,5,0,12/05/2020 5:00,5
270,Solar0,2020,May,12,19,2,6,0,12/05/2020 6:00,5
271,Solar0,2020,May,12,19,2,7,0,12/05/2020 7:00,5
272,Solar0,2020,May,12,19,2,8,0,12/05/2020 8:00,5
273,Solar0,2020,May,12,19,2,9,0,12/05/2020 9:00,5
274,Solar0,2020,May,12,19,2,10,0,12/05/2020 10:00,5
275,Solar0,2020,May,12,19,2,11,0,12/05/2020 11:00,5
276,Solar0,2020,May,12,19,2,12,0,12/05/2020 12:00,5
277,Solar0,2020,May,12,19,2,13,0,12/05/2020 13:00,5
278,Solar0,2020,May,12,19,2,14,0,12/05/2020 14:00,5
279,Solar0,2020,May,12,19,2,15,0,12/05/2020 15:00,5
280,Solar0,2020,May,12,19,2,16,0,12/05/2020 16:00,5
281,Solar0,2020,May,12,19,2,17,0,12/05/2020 17:00,5
282,Solar0,2020,May,12,19,2,18,0,12/05/2020 18:00,5
283,Solar0,2020,May,12,19,2,19,0,12/05/2020 19:00,5
284,Solar0,2020,May,12,19,2,20,0,12/05/2020 20:00,5
285,Solar0,2020,May,12,19,2,21,0,12/05/2020 21:00,5
286,Solar0,2020,May,12,19,2,22,0,12/05/2020 22:00,5
287,Solar0,2020,May,12,19,2,23,0,12/05/2020 23:00,5
288,Solar0,2020,May,6,19,3,0,0,6/05/2020 0:00,5
289,Solar0,2020,May,6,19,3,1,0,6/05/2020 1:00,5
290,Solar0,2020,May,6,19,3,2,0,6/05/2020 2:00,5
291,Solar0,2020,May,6,19,3,3,0,6/05/2020 3:00,5
292,Solar0,2020,May,6,19,3,4,0,6/05/2020 4:00,5
293,Solar0,2020,May,6,19,3,5,0,6/05/2020 5:00,5
294,Solar0,2020,May,6,19,3,6,0,6/05/2020 6:00,5
295,Solar0,2020,May,6,19,3,7,0,6/05/2020 7:00,5
296,Solar0,2020,May,6,19,3,8,0,6/05/2020 8:00,5
297,Solar0,2020,May,6,19,3,9,0,6/05/2020 9:00,5
298,Solar0,2020,May,6,19,3,10,0,6/05/2020 10:00,5
299,Solar0,2020,May,6,19,3,11,0,6/05/2020 11:00,5
300,Solar0,2020,May,6,19,3,12,0,6/05/2020 12:00,5
301,Solar0,2020,May,6,19,3,13,0,6/05/2020 13:00,5
302,Solar0,2020,May,6,19,3,14,0,6/05/2020 14:00,5
303,Solar0,2020,May,6,19,3,15,0,6/05/2020 15:00,5
304,Solar0,2020,May,6,19,3,16,0,6/05/2020 16:00,5
305,Solar0,2020,May,6,19,3,17,0,6/05/2020 17:00,5
306,Solar0,2020,May,6,19,3,18,0,6/05/2020 18:00,5
307,Solar0,2020,May,6,19,3,19,0,6/05/2020 19:00,5
308,Solar0,2020,May,6,19,3,20,0,6/05/2020 20:00,5
309,Solar0,2020,May,6,19,3,21,0,6/05/2020 21:00,5
310,Solar0,2020,May,6,19,3,22,0,6/05/2020 22:00,5
311,Solar0,2020,May,6,19,3,23,0,6/05/2020 23:00,5
312,Solar0,2020,May,7,19,4,0,0,7/05/2020 0:00,5
313,Solar0,2020,May,7,19,4,1,0,7/05/2020 1:00,5
314,Solar0,2020,May,7,19,4,2,0,7/05/2020 2:00,5
315,Solar0,2020,May,7,19,4,3,0,7/05/2020 3:00,5
316,Solar0,2020,May,7,19,4,4,0,7/05/2020 4:00,5
317,Solar0,2020,May,7,19,4,5,0,7/05/2020 5:00,5
318,Solar0,2020,May,7,19,4,6,0,7/05/2020 6:00,5
319,Solar0,2020,May,7,19,4,7,0,7/05/2020 7:00,5
320,Solar0,2020,May,7,19,4,8,0,7/05/2020 8:00,5
321,Solar0,2020,May,7,19,4,9,0,7/05/2020 9:00,5
322,Solar0,2020,May,7,19,4,10,0,7/05/2020 10:00,5
323,Solar0,2020,May,7,19,4,11,0,7/05/2020 11:00,5
324,Solar0,2020,May,7,19,4,12,0,7/05/2020 12:00,5
325,Solar0,2020,May,7,19,4,13,0,7/05/2020 13:00,5
326,Solar0,2020,May,7,19,4,14,0,7/05/2020 14:00,5
327,Solar0,2020,May,7,19,4,15,0,7/05/2020 15:00,5
328,Solar0,2020,May,7,19,4,16,0,7/05/2020 16:00,5
329,Solar0,2020,May,7,19,4,17,0,7/05/2020 17:00,5
330,Solar0,2020,May,7,19,4,18,0,7/05/2020 18:00,5
331,Solar0,2020,May,7,19,4,19,0,7/05/2020 19:00,5
332,Solar0,2020,May,7,19,4,20,0,7/05/2020 20:00,5
333,Solar0,2020,May,7,19,4,21,0,7/05/2020 21:00,5
334,Solar0,2020,May,7,19,4,22,0,7/05/2020 22:00,5
335,Solar0,2020,May,7,19,4,23,0,7/05/2020 23:00,5
336,Solar0,2020,May,8,19,5,0,0,8/05/2020 0:00,5
337,Solar0,2020,May,8,19,5,1,0,8/05/2020 1:00,5
338,Solar0,2020,May,8,19,5,2,0,8/05/2020 2:00,5
339,Solar0,2020,May,8,19,5,3,0,8/05/2020 3:00,5
340,Solar0,2020,May,8,19,5,4,0,8/05/2020 4:00,5
341,Solar0,2020,May,8,19,5,5,0,8/05/2020 5:00,5
342,Solar0,2020,May,8,19,5,6,0,8/05/2020 6:00,5
343,Solar0,2020,May,8,19,5,7,0,8/05/2020 7:00,5
344,Solar0,2020,May,8,19,5,8,0,8/05/2020 8:00,5
345,Solar0,2020,May,8,19,5,9,0,8/05/2020 9:00,5
346,Solar0,2020,May,8,19,5,10,0,8/05/2020 10:00,5
347,Solar0,2020,May,8,19,5,11,0,8/05/2020 11:00,5
348,Solar0,2020,May,8,19,5,12,0,8/05/2020 12:00,5
349,Solar0,2020,May,8,19,5,13,0,8/05/2020 13:00,5
350,Solar0,2020,May,8,19,5,14,0,8/05/2020 14:00,5
351,Solar0,2020,May,8,19,5,15,0,8/05/2020 15:00,5
352,Solar0,2020,May,8,19,5,16,0,8/05/2020 16:00,5
353,Solar0,2020,May,8,19,5,17,0,8/05/2020 17:00,5
354,Solar0,2020,May,8,19,5,18,0,8/05/2020 18:00,5
355,Solar0,2020,May,8,19,5,19,0,8/05/2020 19:00,5
356,Solar0,2020,May,8,19,5,20,0,8/05/2020 20:00,5
357,Solar0,2020,May,8,19,5,21,0,8/05/2020 21:00,5
358,Solar0,2020,May,8,19,5,22,0,8/05/2020 22:00,5
359,Solar0,2020,May,8,19,5,23,0,8/05/2020 23:00,5
360,Solar0,2020,May,9,19,6,0,0,9/05/2020 0:00,5
361,Solar0,2020,May,9,19,6,1,0,9/05/2020 1:00,5
362,Solar0,2020,May,9,19,6,2,0,9/05/2020 2:00,5
363,Solar0,2020,May,9,19,6,3,0,9/05/2020 3:00,5
364,Solar0,2020,May,9,19,6,4,0,9/05/2020 4:00,5
365,Solar0,2020,May,9,19,6,5,0,9/05/2020 5:00,5
366,Solar0,2020,May,9,19,6,6,0,9/05/2020 6:00,5
367,Solar0,2020,May,9,19,6,7,0,9/05/2020 7:00,5
368,Solar0,2020,May,9,19,6,8,0,9/05/2020 8:00,5
369,Solar0,2020,May,9,19,6,9,0,9/05/2020 9:00,5
370,Solar0,2020,May,9,19,6,10,0,9/05/2020 10:00,5
371,Solar0,2020,May,9,19,6,11,0,9/05/2020 11:00,5
372,Solar0,2020,May,9,19,6,12,0,9/05/2020 12:00,5
373,Solar0,2020,May,9,19,6,13,0,9/05/2020 13:00,5
374,Solar0,2020,May,9,19,6,14,0,9/05/2020 14:00,5
375,Solar0,2020,May,9,19,6,15,0,9/05/2020 15:00,5
376,Solar0,2020,May,9,19,6,16,0,9/05/2020 16:00,5
377,Solar0,2020,May,9,19,6,17,0,9/05/2020 17:00,5
378,Solar0,2020,May,9,19,6,18,0,9/05/2020 18:00,5
379,Solar0,2020,May,9,19,6,19,0,9/05/2020 19:00,5
380,Solar0,2020,May,9,19,6,20,0,9/05/2020 20:00,5
381,Solar0,2020,May,9,19,6,21,0,9/05/2020 21:00,5
382,Solar0,2020,May,9,19,6,22,0,9/05/2020 22:00,5
383,Solar0,2020,May,9,19,6,23,0,9/05/2020 23:00,5
384,Solar0,2020,May,10,19,7,0,0,10/05/2020 0:00,5
385,Solar0,2020,May,10,19,7,1,0,10/05/2020 1:00,5
386,Solar0,2020,May,10,19,7,2,0,10/05/2020 2:00,5
387,Solar0,2020,May,10,19,7,3,0,10/05/2020 3:00,5
388,Solar0,2020,May,10,19,7,4,0,10/05/2020 4:00,5
389,Solar0,2020,May,10,19,7,5,0,10/05/2020 5:00,5
