,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
483,366.0,2016-03-06 05:00:00,2016,3,6,5,0,Building3
487,363.0,2016-03-06 06:00:00,2016,3,6,6,0,Building3
491,376.0,2016-03-06 07:00:00,2016,3,6,7,0,Building3
495,372.0,2016-03-06 08:00:00,2016,3,6,8,0,Building3
499,387.0,2016-03-06 09:00:00,2016,3,6,9,0,Building3
503,379.0,2016-03-06 10:00:00,2016,3,6,10,0,Building3
507,368.0,2016-03-06 11:00:00,2016,3,6,11,0,Building3
511,360.0,2016-03-06 12:00:00,2016,3,6,12,0,Building3
515,364.0,2016-03-06 13:00:00,2016,3,6,13,0,Building3
519,357.0,2016-03-06 14:00:00,2016,3,6,14,0,Building3
523,346.0,2016-03-06 15:00:00,2016,3,6,15,0,Building3
527,351.0,2016-03-06 16:00:00,2016,3,6,16,0,Building3
531,350.0,2016-03-06 17:00:00,2016,3,6,17,0,Building3
535,372.0,2016-03-06 18:00:00,2016,3,6,18,0,Building3
539,431.0,2016-03-06 19:00:00,2016,3,6,19,0,Building3
543,484.0,2016-03-06 20:00:00,2016,3,6,20,0,Building3
547,651.0,2016-03-06 21:00:00,2016,3,6,21,0,Building3
551,740.0,2016-03-06 22:00:00,2016,3,6,22,0,Building3
555,936.0,2016-03-06 23:00:00,2016,3,6,23,0,Building3
559,975.0,2016-03-07 00:00:00,2016,3,7,0,0,Building3
563,1178.0,2016-03-07 01:00:00,2016,3,7,1,0,Building3
567,1187.0,2016-03-07 02:00:00,2016,3,7,2,0,Building3
571,1279.0,2016-03-07 03:00:00,2016,3,7,3,0,Building3
575,1235.0,2016-03-07 04:00:00,2016,3,7,4,0,Building3
579,1208.0,2016-03-07 05:00:00,2016,3,7,5,0,Building3
583,1167.0,2016-03-07 06:00:00,2016,3,7,6,0,Building3
587,1161.0,2016-03-07 07:00:00,2016,3,7,7,0,Building3
591,993.0,2016-03-07 08:00:00,2016,3,7,8,0,Building3
595,647.0,2016-03-07 09:00:00,2016,3,7,9,0,Building3
599,565.0,2016-03-07 10:00:00,2016,3,7,10,0,Building3
603,510.0,2016-03-07 11:00:00,2016,3,7,11,0,Building3
607,481.0,2016-03-07 12:00:00,2016,3,7,12,0,Building3
611,429.0,2016-03-07 13:00:00,2016,3,7,13,0,Building3
615,400.0,2016-03-07 14:00:00,2016,3,7,14,0,Building3
619,428.0,2016-03-07 15:00:00,2016,3,7,15,0,Building3
623,414.0,2016-03-07 16:00:00,2016,3,7,16,0,Building3
627,405.0,2016-03-07 17:00:00,2016,3,7,17,0,Building3
631,409.0,2016-03-07 18:00:00,2016,3,7,18,0,Building3
635,444.0,2016-03-07 19:00:00,2016,3,7,19,0,Building3
639,475.0,2016-03-07 20:00:00,2016,3,7,20,0,Building3
643,648.0,2016-03-07 21:00:00,2016,3,7,21,0,Building3
647,750.0,2016-03-07 22:00:00,2016,3,7,22,0,Building3
651,934.0,2016-03-07 23:00:00,2016,3,7,23,0,Building3
655,1022.0,2016-03-08 00:00:00,2016,3,8,0,0,Building3
659,1209.0,2016-03-08 01:00:00,2016,3,8,1,0,Building3
663,1303.0,2016-03-08 02:00:00,2016,3,8,2,0,Building3
667,1427.0,2016-03-08 03:00:00,2016,3,8,3,0,Building3
671,1450.0,2016-03-08 04:00:00,2016,3,8,4,0,Building3
675,1412.0,2016-03-08 05:00:00,2016,3,8,5,0,Building3
679,1370.0,2016-03-08 06:00:00,2016,3,8,6,0,Building3
683,1359.0,2016-03-08 07:00:00,2016,3,8,7,0,Building3
687,1232.0,2016-03-08 08:00:00,2016,3,8,8,0,Building3
691,685.0,2016-03-08 09:00:00,2016,3,8,9,0,Building3
695,570.0,2016-03-08 10:00:00,2016,3,8,10,0,Building3
699,512.0,2016-03-08 11:00:00,2016,3,8,11,0,Building3
703,475.0,2016-03-08 12:00:00,2016,3,8,12,0,Building3
707,432.0,2016-03-08 13:00:00,2016,3,8,13,0,Building3
711,374.0,2016-03-08 14:00:00,2016,3,8,14,0,Building3
715,376.0,2016-03-08 15:00:00,2016,3,8,15,0,Building3
719,368.0,2016-03-08 16:00:00,2016,3,8,16,0,Building3
723,380.0,2016-03-08 17:00:00,2016,3,8,17,0,Building3
727,415.0,2016-03-08 18:00:00,2016,3,8,18,0,Building3
731,454.0,2016-03-08 19:00:00,2016,3,8,19,0,Building3
735,539.0,2016-03-08 20:00:00,2016,3,8,20,0,Building3
739,792.0,2016-03-08 21:00:00,2016,3,8,21,0,Building3
743,921.0,2016-03-08 22:00:00,2016,3,8,22,0,Building3
747,1110.0,2016-03-08 23:00:00,2016,3,8,23,0,Building3
751,1203.0,2016-03-09 00:00:00,2016,3,9,0,0,Building3
755,1286.0,2016-03-09 01:00:00,2016,3,9,1,0,Building3
759,1359.0,2016-03-09 02:00:00,2016,3,9,2,0,Building3
763,1420.0,2016-03-09 03:00:00,2016,3,9,3,0,Building3
767,1401.0,2016-03-09 04:00:00,2016,3,9,4,0,Building3
771,1311.0,2016-03-09 05:00:00,2016,3,9,5,0,Building3
775,1277.0,2016-03-09 06:00:00,2016,3,9,6,0,Building3
779,1190.0,2016-03-09 07:00:00,2016,3,9,7,0,Building3
783,1074.0,2016-03-09 08:00:00,2016,3,9,8,0,Building3
787,685.0,2016-03-09 09:00:00,2016,3,9,9,0,Building3
791,594.0,2016-03-09 10:00:00,2016,3,9,10,0,Building3
795,544.0,2016-03-09 11:00:00,2016,3,9,11,0,Building3
799,440.0,2016-03-09 12:00:00,2016,3,9,12,0,Building3
803,396.0,2016-03-09 13:00:00,2016,3,9,13,0,Building3
807,365.0,2016-03-09 14:00:00,2016,3,9,14,0,Building3
811,376.0,2016-03-09 15:00:00,2016,3,9,15,0,Building3
815,355.0,2016-03-09 16:00:00,2016,3,9,16,0,Building3
819,354.0,2016-03-09 17:00:00,2016,3,9,17,0,Building3
823,372.0,2016-03-09 18:00:00,2016,3,9,18,0,Building3
827,429.0,2016-03-09 19:00:00,2016,3,9,19,0,Building3
831,457.0,2016-03-09 20:00:00,2016,3,9,20,0,Building3
835,671.0,2016-03-09 21:00:00,2016,3,9,21,0,Building3
839,800.0,2016-03-09 22:00:00,2016,3,9,22,0,Building3
843,973.0,2016-03-09 23:00:00,2016,3,9,23,0,Building3
847,1061.0,2016-03-10 00:00:00,2016,3,10,0,0,Building3
851,1145.0,2016-03-10 01:00:00,2016,3,10,1,0,Building3
855,1206.0,2016-03-10 02:00:00,2016,3,10,2,0,Building3
859,1269.0,2016-03-10 03:00:00,2016,3,10,3,0,Building3
863,1254.0,2016-03-10 04:00:00,2016,3,10,4,0,Building3
867,1189.0,2016-03-10 05:00:00,2016,3,10,5,0,Building3
871,1106.0,2016-03-10 06:00:00,2016,3,10,6,0,Building3
875,1049.0,2016-03-10 07:00:00,2016,3,10,7,0,Building3
879,928.0,2016-03-10 08:00:00,2016,3,10,8,0,Building3
883,655.0,2016-03-10 09:00:00,2016,3,10,9,0,Building3
887,567.0,2016-03-10 10:00:00,2016,3,10,10,0,Building3
891,525.0,2016-03-10 11:00:00,2016,3,10,11,0,Building3
895,439.0,2016-03-10 12:00:00,2016,3,10,12,0,Building3
899,390.0,2016-03-10 13:00:00,2016,3,10,13,0,Building3
903,364.0,2016-03-10 14:00:00,2016,3,10,14,0,Building3
907,351.0,2016-03-10 15:00:00,2016,3,10,15,0,Building3
911,351.0,2016-03-10 16:00:00,2016,3,10,16,0,Building3
915,342.0,2016-03-10 17:00:00,2016,3,10,17,0,Building3
919,361.0,2016-03-10 18:00:00,2016,3,10,18,0,Building3
923,424.0,2016-03-10 19:00:00,2016,3,10,19,0,Building3
927,449.0,2016-03-10 20:00:00,2016,3,10,20,0,Building3
931,639.0,2016-03-10 21:00:00,2016,3,10,21,0,Building3
935,741.0,2016-03-10 22:00:00,2016,3,10,22,0,Building3
939,895.0,2016-03-10 23:00:00,2016,3,10,23,0,Building3
943,961.0,2016-03-11 00:00:00,2016,3,11,0,0,Building3
947,1107.0,2016-03-11 01:00:00,2016,3,11,1,0,Building3
951,1200.0,2016-03-11 02:00:00,2016,3,11,2,0,Building3
955,1260.0,2016-03-11 03:00:00,2016,3,11,3,0,Building3
959,1262.0,2016-03-11 04:00:00,2016,3,11,4,0,Building3
963,1166.0,2016-03-11 05:00:00,2016,3,11,5,0,Building3
967,1170.0,2016-03-11 06:00:00,2016,3,11,6,0,Building3
971,1103.0,2016-03-11 07:00:00,2016,3,11,7,0,Building3
975,1007.0,2016-03-11 08:00:00,2016,3,11,8,0,Building3
979,598.0,2016-03-11 09:00:00,2016,3,11,9,0,Building3
983,519.0,2016-03-11 10:00:00,2016,3,11,10,0,Building3
987,476.0,2016-03-11 11:00:00,2016,3,11,11,0,Building3
991,403.0,2016-03-11 12:00:00,2016,3,11,12,0,Building3
995,361.0,2016-03-11 13:00:00,2016,3,11,13,0,Building3
999,334.0,2016-03-11 14:00:00,2016,3,11,14,0,Building3
1003,337.0,2016-03-11 15:00:00,2016,3,11,15,0,Building3
1007,328.0,2016-03-11 16:00:00,2016,3,11,16,0,Building3
1011,326.0,2016-03-11 17:00:00,2016,3,11,17,0,Building3
1015,326.0,2016-03-11 18:00:00,2016,3,11,18,0,Building3
1019,325.0,2016-03-11 19:00:00,2016,3,11,19,0,Building3
1023,330.0,2016-03-11 20:00:00,2016,3,11,20,0,Building3
1027,324.0,2016-03-11 21:00:00,2016,3,11,21,0,Building3
1031,355.0,2016-03-11 22:00:00,2016,3,11,22,0,Building3
1035,355.0,2016-03-11 23:00:00,2016,3,11,23,0,Building3
1039,353.0,2016-03-12 00:00:00,2016,3,12,0,0,Building3
1043,373.0,2016-03-12 01:00:00,2016,3,12,1,0,Building3
1047,380.0,2016-03-12 02:00:00,2016,3,12,2,0,Building3
1051,372.0,2016-03-12 03:00:00,2016,3,12,3,0,Building3
1055,376.0,2016-03-12 04:00:00,2016,3,12,4,0,Building3
1059,399.0,2016-03-12 05:00:00,2016,3,12,5,0,Building3
1063,346.0,2016-03-12 06:00:00,2016,3,12,6,0,Building3
1067,327.0,2016-03-12 07:00:00,2016,3,12,7,0,Building3
1071,342.0,2016-03-12 08:00:00,2016,3,12,8,0,Building3
1075,335.0,2016-03-12 09:00:00,2016,3,12,9,0,Building3
1079,336.0,2016-03-12 10:00:00,2016,3,12,10,0,Building3
1083,332.0,2016-03-12 11:00:00,2016,3,12,11,0,Building3
1087,322.0,2016-03-12 12:00:00,2016,3,12,12,0,Building3
1091,321.0,2016-03-12 13:00:00,2016,3,12,13,0,Building3
1095,324.0,2016-03-12 14:00:00,2016,3,12,14,0,Building3
1099,299.0,2016-03-12 15:00:00,2016,3,12,15,0,Building3
1103,301.0,2016-03-12 16:00:00,2016,3,12,16,0,Building3
1107,301.0,2016-03-12 17:00:00,2016,3,12,17,0,Building3
1111,302.0,2016-03-12 18:00:00,2016,3,12,18,0,Building3
1115,301.0,2016-03-12 19:00:00,2016,3,12,19,0,Building3
1119,304.0,2016-03-12 20:00:00,2016,3,12,20,0,Building3
1123,297.0,2016-03-12 21:00:00,2016,3,12,21,0,Building3
1127,309.0,2016-03-12 22:00:00,2016,3,12,22,0,Building3
1131,312.0,2016-03-12 23:00:00,2016,3,12,23,0,Building3
1135,300.0,2016-03-13 00:00:00,2016,3,13,0,0,Building3
1139,318.0,2016-03-13 01:00:00,2016,3,13,1,0,Building3
1143,297.0,2016-03-13 02:00:00,2016,3,13,2,0,Building3
1147,293.0,2016-03-13 03:00:00,2016,3,13,3,0,Building3
1151,293.0,2016-03-13 04:00:00,2016,3,13,4,0,Building3
1155,303.0,2016-03-13 05:00:00,2016,3,13,5,0,Building3
1159,293.0,2016-03-13 06:00:00,2016,3,13,6,0,Building3
1163,316.0,2016-03-13 07:00:00,2016,3,13,7,0,Building3
1167,338.0,2016-03-13 08:00:00,2016,3,13,8,0,Building3
1171,347.0,2016-03-13 09:00:00,2016,3,13,9,0,Building3
1175,343.0,2016-03-13 10:00:00,2016,3,13,10,0,Building3
1179,343.0,2016-03-13 11:00:00,2016,3,13,11,0,Building3
1183,348.0,2016-03-13 12:00:00,2016,3,13,12,0,Building3
1187,336.0,2016-03-13 13:00:00,2016,3,13,13,0,Building3
1191,332.0,2016-03-13 14:00:00,2016,3,13,14,0,Building3
1195,311.0,2016-03-13 15:00:00,2016,3,13,15,0,Building3
1199,311.0,2016-03-13 16:00:00,2016,3,13,16,0,Building3
1203,308.0,2016-03-13 17:00:00,2016,3,13,17,0,Building3
1207,330.0,2016-03-13 18:00:00,2016,3,13,18,0,Building3
1211,382.0,2016-03-13 19:00:00,2016,3,13,19,0,Building3
1215,394.0,2016-03-13 20:00:00,2016,3,13,20,0,Building3
1219,564.0,2016-03-13 21:00:00,2016,3,13,21,0,Building3
1223,659.0,2016-03-13 22:00:00,2016,3,13,22,0,Building3
1227,761.0,2016-03-13 23:00:00,2016,3,13,23,0,Building3
1231,806.0,2016-03-14 00:00:00,2016,3,14,0,0,Building3
1235,902.0,2016-03-14 01:00:00,2016,3,14,1,0,Building3
1239,916.0,2016-03-14 02:00:00,2016,3,14,2,0,Building3
1243,980.0,2016-03-14 03:00:00,2016,3,14,3,0,Building3
1247,957.0,2016-03-14 04:00:00,2016,3,14,4,0,Building3
1251,906.0,2016-03-14 05:00:00,2016,3,14,5,0,Building3
1255,890.0,2016-03-14 06:00:00,2016,3,14,6,0,Building3
1259,808.0,2016-03-14 07:00:00,2016,3,14,7,0,Building3
1263,706.0,2016-03-14 08:00:00,2016,3,14,8,0,Building3
1267,499.0,2016-03-14 09:00:00,2016,3,14,9,0,Building3
1271,462.0,2016-03-14 10:00:00,2016,3,14,10,0,Building3
1275,423.0,2016-03-14 11:00:00,2016,3,14,11,0,Building3
1279,366.0,2016-03-14 12:00:00,2016,3,14,12,0,Building3
1283,330.0,2016-03-14 13:00:00,2016,3,14,13,0,Building3
1287,279.0,2016-03-14 14:00:00,2016,3,14,14,0,Building3
1291,270.0,2016-03-14 15:00:00,2016,3,14,15,0,Building3
1295,274.0,2016-03-14 16:00:00,2016,3,14,16,0,Building3
1299,267.0,2016-03-14 17:00:00,2016,3,14,17,0,Building3
1303,297.0,2016-03-14 18:00:00,2016,3,14,18,0,Building3
1307,341.0,2016-03-14 19:00:00,2016,3,14,19,0,Building3
1311,346.0,2016-03-14 20:00:00,2016,3,14,20,0,Building3
1315,461.0,2016-03-14 21:00:00,2016,3,14,21,0,Building3
1319,627.0,2016-03-14 22:00:00,2016,3,14,22,0,Building3
1323,769.0,2016-03-14 23:00:00,2016,3,14,23,0,Building3
1327,841.0,2016-03-15 00:00:00,2016,3,15,0,0,Building3
1331,973.0,2016-03-15 01:00:00,2016,3,15,1,0,Building3
1335,1019.0,2016-03-15 02:00:00,2016,3,15,2,0,Building3
1339,1130.0,2016-03-15 03:00:00,2016,3,15,3,0,Building3
1343,1121.0,2016-03-15 04:00:00,2016,3,15,4,0,Building3
1347,1112.0,2016-03-15 05:00:00,2016,3,15,5,0,Building3
1351,1056.0,2016-03-15 06:00:00,2016,3,15,6,0,Building3
1355,1015.0,2016-03-15 07:00:00,2016,3,15,7,0,Building3
1359,900.0,2016-03-15 08:00:00,2016,3,15,8,0,Building3
1363,590.0,2016-03-15 09:00:00,2016,3,15,9,0,Building3
1367,502.0,2016-03-15 10:00:00,2016,3,15,10,0,Building3
1371,472.0,2016-03-15 11:00:00,2016,3,15,11,0,Building3
1375,385.0,2016-03-15 12:00:00,2016,3,15,12,0,Building3
1379,346.0,2016-03-15 13:00:00,2016,3,15,13,0,Building3
1383,325.0,2016-03-15 14:00:00,2016,3,15,14,0,Building3
1387,318.0,2016-03-15 15:00:00,2016,3,15,15,0,Building3
1391,319.0,2016-03-15 16:00:00,2016,3,15,16,0,Building3
1395,315.0,2016-03-15 17:00:00,2016,3,15,17,0,Building3
1399,331.0,2016-03-15 18:00:00,2016,3,15,18,0,Building3
1403,388.0,2016-03-15 19:00:00,2016,3,15,19,0,Building3
1407,398.0,2016-03-15 20:00:00,2016,3,15,20,0,Building3
1411,498.0,2016-03-15 21:00:00,2016,3,15,21,0,Building3
1415,634.0,2016-03-15 22:00:00,2016,3,15,22,0,Building3
1419,774.0,2016-03-15 23:00:00,2016,3,15,23,0,Building3
1423,834.0,2016-03-16 00:00:00,2016,3,16,0,0,Building3
1427,958.0,2016-03-16 01:00:00,2016,3,16,1,0,Building3
1431,1077.0,2016-03-16 02:00:00,2016,3,16,2,0,Building3
1435,1188.0,2016-03-16 03:00:00,2016,3,16,3,0,Building3
1439,1192.0,2016-03-16 04:00:00,2016,3,16,4,0,Building3
1443,1179.0,2016-03-16 05:00:00,2016,3,16,5,0,Building3
1447,1145.0,2016-03-16 06:00:00,2016,3,16,6,0,Building3
1451,1133.0,2016-03-16 07:00:00,2016,3,16,7,0,Building3
1455,1042.0,2016-03-16 08:00:00,2016,3,16,8,0,Building3
1459,627.0,2016-03-16 09:00:00,2016,3,16,9,0,Building3
1463,503.0,2016-03-16 10:00:00,2016,3,16,10,0,Building3
1467,462.0,2016-03-16 11:00:00,2016,3,16,11,0,Building3
1471,364.0,2016-03-16 12:00:00,2016,3,16,12,0,Building3
1475,320.0,2016-03-16 13:00:00,2016,3,16,13,0,Building3
1479,314.0,2016-03-16 14:00:00,2016,3,16,14,0,Building3
1483,306.0,2016-03-16 15:00:00,2016,3,16,15,0,Building3
1487,297.0,2016-03-16 16:00:00,2016,3,16,16,0,Building3
1491,294.0,2016-03-16 17:00:00,2016,3,16,17,0,Building3
1495,325.0,2016-03-16 18:00:00,2016,3,16,18,0,Building3
1499,388.0,2016-03-16 19:00:00,2016,3,16,19,0,Building3
1503,404.0,2016-03-16 20:00:00,2016,3,16,20,0,Building3
1507,579.0,2016-03-16 21:00:00,2016,3,16,21,0,Building3
1511,695.0,2016-03-16 22:00:00,2016,3,16,22,0,Building3
1515,870.0,2016-03-16 23:00:00,2016,3,16,23,0,Building3
1519,1010.0,2016-03-17 00:00:00,2016,3,17,0,0,Building3
1523,1152.0,2016-03-17 01:00:00,2016,3,17,1,0,Building3
1527,1247.0,2016-03-17 02:00:00,2016,3,17,2,0,Building3
1531,1310.0,2016-03-17 03:00:00,2016,3,17,3,0,Building3
1535,1332.0,2016-03-17 04:00:00,2016,3,17,4,0,Building3
1539,1289.0,2016-03-17 05:00:00,2016,3,17,5,0,Building3
1543,1249.0,2016-03-17 06:00:00,2016,3,17,6,0,Building3
1547,1184.0,2016-03-17 07:00:00,2016,3,17,7,0,Building3
1551,1097.0,2016-03-17 08:00:00,2016,3,17,8,0,Building3
1555,706.0,2016-03-17 09:00:00,2016,3,17,9,0,Building3
1559,609.0,2016-03-17 10:00:00,2016,3,17,10,0,Building3
1563,561.0,2016-03-17 11:00:00,2016,3,17,11,0,Building3
1567,473.0,2016-03-17 12:00:00,2016,3,17,12,0,Building3
1571,417.0,2016-03-17 13:00:00,2016,3,17,13,0,Building3
1575,389.0,2016-03-17 14:00:00,2016,3,17,14,0,Building3
1579,348.0,2016-03-17 15:00:00,2016,3,17,15,0,Building3
1583,344.0,2016-03-17 16:00:00,2016,3,17,16,0,Building3
1587,339.0,2016-03-17 17:00:00,2016,3,17,17,0,Building3
1591,341.0,2016-03-17 18:00:00,2016,3,17,18,0,Building3
1595,400.0,2016-03-17 19:00:00,2016,3,17,19,0,Building3
1599,424.0,2016-03-17 20:00:00,2016,3,17,20,0,Building3
1603,679.0,2016-03-17 21:00:00,2016,3,17,21,0,Building3
1607,719.0,2016-03-17 22:00:00,2016,3,17,22,0,Building3
