,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
432,0.81,2019-01-05 01:00:00,2019,1,5,1,0,Solar1
436,1.78,2019-01-05 02:00:00,2019,1,5,2,0,Solar1
440,9.3,2019-01-05 03:00:00,2019,1,5,3,0,Solar1
444,12.22,2019-01-05 04:00:00,2019,1,5,4,0,Solar1
448,11.46,2019-01-05 05:00:00,2019,1,5,5,0,Solar1
452,9.54,2019-01-05 06:00:00,2019,1,5,6,0,Solar1
456,6.04,2019-01-05 07:00:00,2019,1,5,7,0,Solar1
460,2.83,2019-01-05 08:00:00,2019,1,5,8,0,Solar1
464,0.33,2019-01-05 09:00:00,2019,1,5,9,0,Solar1
468,0.0,2019-01-05 10:00:00,2019,1,5,10,0,Solar1
472,0.0,2019-01-05 11:00:00,2019,1,5,11,0,Solar1
476,0.0,2019-01-05 12:00:00,2019,1,5,12,0,Solar1
480,0.0,2019-01-05 13:00:00,2019,1,5,13,0,Solar1
484,0.0,2019-01-05 14:00:00,2019,1,5,14,0,Solar1
488,0.0,2019-01-05 15:00:00,2019,1,5,15,0,Solar1
492,0.0,2019-01-05 16:00:00,2019,1,5,16,0,Solar1
496,0.0,2019-01-05 17:00:00,2019,1,5,17,0,Solar1
500,0.0,2019-01-05 18:00:00,2019,1,5,18,0,Solar1
504,0.07,2019-01-05 19:00:00,2019,1,5,19,0,Solar1
508,0.79,2019-01-05 20:00:00,2019,1,5,20,0,Solar1
512,4.29,2019-01-05 21:00:00,2019,1,5,21,0,Solar1
516,4.78,2019-01-05 22:00:00,2019,1,5,22,0,Solar1
520,8.54,2019-01-05 23:00:00,2019,1,5,23,0,Solar1
524,7.84,2019-01-06 00:00:00,2019,1,6,0,0,Solar1
528,10.54,2019-01-06 01:00:00,2019,1,6,1,0,Solar1
532,11.14,2019-01-06 02:00:00,2019,1,6,2,0,Solar1
536,13.01,2019-01-06 03:00:00,2019,1,6,3,0,Solar1
540,13.03,2019-01-06 04:00:00,2019,1,6,4,0,Solar1
544,12.08,2019-01-06 05:00:00,2019,1,6,5,0,Solar1
548,9.57,2019-01-06 06:00:00,2019,1,6,6,0,Solar1
552,6.19,2019-01-06 07:00:00,2019,1,6,7,0,Solar1
556,2.51,2019-01-06 08:00:00,2019,1,6,8,0,Solar1
560,0.3,2019-01-06 09:00:00,2019,1,6,9,0,Solar1
564,0.0,2019-01-06 10:00:00,2019,1,6,10,0,Solar1
568,0.0,2019-01-06 11:00:00,2019,1,6,11,0,Solar1
572,0.0,2019-01-06 12:00:00,2019,1,6,12,0,Solar1
576,0.0,2019-01-06 13:00:00,2019,1,6,13,0,Solar1
580,0.0,2019-01-06 14:00:00,2019,1,6,14,0,Solar1
584,0.0,2019-01-06 15:00:00,2019,1,6,15,0,Solar1
588,0.0,2019-01-06 16:00:00,2019,1,6,16,0,Solar1
592,0.0,2019-01-06 17:00:00,2019,1,6,17,0,Solar1
596,0.0,2019-01-06 18:00:00,2019,1,6,18,0,Solar1
600,0.07,2019-01-06 19:00:00,2019,1,6,19,0,Solar1
604,1.17,2019-01-06 20:00:00,2019,1,6,20,0,Solar1
608,3.22,2019-01-06 21:00:00,2019,1,6,21,0,Solar1
612,4.91,2019-01-06 22:00:00,2019,1,6,22,0,Solar1
616,9.4,2019-01-06 23:00:00,2019,1,6,23,0,Solar1
620,12.38,2019-01-07 00:00:00,2019,1,7,0,0,Solar1
624,13.03,2019-01-07 01:00:00,2019,1,7,1,0,Solar1
628,13.02,2019-01-07 02:00:00,2019,1,7,2,0,Solar1
632,13.0,2019-01-07 03:00:00,2019,1,7,3,0,Solar1
636,12.74,2019-01-07 04:00:00,2019,1,7,4,0,Solar1
640,8.97,2019-01-07 05:00:00,2019,1,7,5,0,Solar1
644,9.04,2019-01-07 06:00:00,2019,1,7,6,0,Solar1
648,5.86,2019-01-07 07:00:00,2019,1,7,7,0,Solar1
652,2.27,2019-01-07 08:00:00,2019,1,7,8,0,Solar1
656,0.4,2019-01-07 09:00:00,2019,1,7,9,0,Solar1
660,0.0,2019-01-07 10:00:00,2019,1,7,10,0,Solar1
664,0.0,2019-01-07 11:00:00,2019,1,7,11,0,Solar1
668,0.0,2019-01-07 12:00:00,2019,1,7,12,0,Solar1
672,0.0,2019-01-07 13:00:00,2019,1,7,13,0,Solar1
676,0.0,2019-01-07 14:00:00,2019,1,7,14,0,Solar1
680,0.0,2019-01-07 15:00:00,2019,1,7,15,0,Solar1
684,0.0,2019-01-07 16:00:00,2019,1,7,16,0,Solar1
688,0.0,2019-01-07 17:00:00,2019,1,7,17,0,Solar1
692,0.0,2019-01-07 18:00:00,2019,1,7,18,0,Solar1
696,0.14,2019-01-07 19:00:00,2019,1,7,19,0,Solar1
700,1.45,2019-01-07 20:00:00,2019,1,7,20,0,Solar1
704,3.46,2019-01-07 21:00:00,2019,1,7,21,0,Solar1
708,4.64,2019-01-07 22:00:00,2019,1,7,22,0,Solar1
712,4.94,2019-01-07 23:00:00,2019,1,7,23,0,Solar1
716,5.18,2019-01-08 00:00:00,2019,1,8,0,0,Solar1
720,11.12,2019-01-08 01:00:00,2019,1,8,1,0,Solar1
724,13.02,2019-01-08 02:00:00,2019,1,8,2,0,Solar1
728,12.76,2019-01-08 03:00:00,2019,1,8,3,0,Solar1
732,12.99,2019-01-08 04:00:00,2019,1,8,4,0,Solar1
736,11.85,2019-01-08 05:00:00,2019,1,8,5,0,Solar1
740,9.24,2019-01-08 06:00:00,2019,1,8,6,0,Solar1
744,5.84,2019-01-08 07:00:00,2019,1,8,7,0,Solar1
748,2.37,2019-01-08 08:00:00,2019,1,8,8,0,Solar1
752,0.37,2019-01-08 09:00:00,2019,1,8,9,0,Solar1
756,0.0,2019-01-08 10:00:00,2019,1,8,10,0,Solar1
760,0.0,2019-01-08 11:00:00,2019,1,8,11,0,Solar1
764,0.0,2019-01-08 12:00:00,2019,1,8,12,0,Solar1
768,0.0,2019-01-08 13:00:00,2019,1,8,13,0,Solar1
772,0.0,2019-01-08 14:00:00,2019,1,8,14,0,Solar1
776,0.0,2019-01-08 15:00:00,2019,1,8,15,0,Solar1
780,0.0,2019-01-08 16:00:00,2019,1,8,16,0,Solar1
784,0.0,2019-01-08 17:00:00,2019,1,8,17,0,Solar1
788,0.0,2019-01-08 18:00:00,2019,1,8,18,0,Solar1
792,0.0,2019-01-08 19:00:00,2019,1,8,19,0,Solar1
796,0.34,2019-01-08 20:00:00,2019,1,8,20,0,Solar1
800,1.62,2019-01-08 21:00:00,2019,1,8,21,0,Solar1
804,4.55,2019-01-08 22:00:00,2019,1,8,22,0,Solar1
808,6.87,2019-01-08 23:00:00,2019,1,8,23,0,Solar1
812,7.38,2019-01-09 00:00:00,2019,1,9,0,0,Solar1
816,12.61,2019-01-09 01:00:00,2019,1,9,1,0,Solar1
820,13.02,2019-01-09 02:00:00,2019,1,9,2,0,Solar1
824,13.03,2019-01-09 03:00:00,2019,1,9,3,0,Solar1
828,13.02,2019-01-09 04:00:00,2019,1,9,4,0,Solar1
832,12.19,2019-01-09 05:00:00,2019,1,9,5,0,Solar1
836,9.68,2019-01-09 06:00:00,2019,1,9,6,0,Solar1
840,6.13,2019-01-09 07:00:00,2019,1,9,7,0,Solar1
844,2.48,2019-01-09 08:00:00,2019,1,9,8,0,Solar1
848,0.4,2019-01-09 09:00:00,2019,1,9,9,0,Solar1
852,0.0,2019-01-09 10:00:00,2019,1,9,10,0,Solar1
856,0.0,2019-01-09 11:00:00,2019,1,9,11,0,Solar1
860,0.0,2019-01-09 12:00:00,2019,1,9,12,0,Solar1
864,0.0,2019-01-09 13:00:00,2019,1,9,13,0,Solar1
868,0.0,2019-01-09 14:00:00,2019,1,9,14,0,Solar1
872,0.0,2019-01-09 15:00:00,2019,1,9,15,0,Solar1
876,0.0,2019-01-09 16:00:00,2019,1,9,16,0,Solar1
880,0.0,2019-01-09 17:00:00,2019,1,9,17,0,Solar1
884,0.0,2019-01-09 18:00:00,2019,1,9,18,0,Solar1
888,0.01,2019-01-09 19:00:00,2019,1,9,19,0,Solar1
892,0.45,2019-01-09 20:00:00,2019,1,9,20,0,Solar1
896,3.38,2019-01-09 21:00:00,2019,1,9,21,0,Solar1
900,7.11,2019-01-09 22:00:00,2019,1,9,22,0,Solar1
904,9.94,2019-01-09 23:00:00,2019,1,9,23,0,Solar1
908,10.68,2019-01-10 00:00:00,2019,1,10,0,0,Solar1
912,9.02,2019-01-10 01:00:00,2019,1,10,1,0,Solar1
916,10.93,2019-01-10 02:00:00,2019,1,10,2,0,Solar1
920,12.26,2019-01-10 03:00:00,2019,1,10,3,0,Solar1
924,11.07,2019-01-10 04:00:00,2019,1,10,4,0,Solar1
928,8.9,2019-01-10 05:00:00,2019,1,10,5,0,Solar1
932,5.28,2019-01-10 06:00:00,2019,1,10,6,0,Solar1
936,3.23,2019-01-10 07:00:00,2019,1,10,7,0,Solar1
940,2.34,2019-01-10 08:00:00,2019,1,10,8,0,Solar1
944,0.28,2019-01-10 09:00:00,2019,1,10,9,0,Solar1
948,0.0,2019-01-10 10:00:00,2019,1,10,10,0,Solar1
952,0.0,2019-01-10 11:00:00,2019,1,10,11,0,Solar1
956,0.0,2019-01-10 12:00:00,2019,1,10,12,0,Solar1
960,0.0,2019-01-10 13:00:00,2019,1,10,13,0,Solar1
964,0.0,2019-01-10 14:00:00,2019,1,10,14,0,Solar1
968,0.0,2019-01-10 15:00:00,2019,1,10,15,0,Solar1
972,0.0,2019-01-10 16:00:00,2019,1,10,16,0,Solar1
976,0.0,2019-01-10 17:00:00,2019,1,10,17,0,Solar1
980,0.0,2019-01-10 18:00:00,2019,1,10,18,0,Solar1
984,0.06,2019-01-10 19:00:00,2019,1,10,19,0,Solar1
988,0.82,2019-01-10 20:00:00,2019,1,10,20,0,Solar1
992,3.56,2019-01-10 21:00:00,2019,1,10,21,0,Solar1
996,7.12,2019-01-10 22:00:00,2019,1,10,22,0,Solar1
1000,10.02,2019-01-10 23:00:00,2019,1,10,23,0,Solar1
1004,12.0,2019-01-11 00:00:00,2019,1,11,0,0,Solar1
1008,12.98,2019-01-11 01:00:00,2019,1,11,1,0,Solar1
1012,13.02,2019-01-11 02:00:00,2019,1,11,2,0,Solar1
1016,13.01,2019-01-11 03:00:00,2019,1,11,3,0,Solar1
1020,12.91,2019-01-11 04:00:00,2019,1,11,4,0,Solar1
1024,11.51,2019-01-11 05:00:00,2019,1,11,5,0,Solar1
1028,9.09,2019-01-11 06:00:00,2019,1,11,6,0,Solar1
1032,5.77,2019-01-11 07:00:00,2019,1,11,7,0,Solar1
1036,2.54,2019-01-11 08:00:00,2019,1,11,8,0,Solar1
1040,0.31,2019-01-11 09:00:00,2019,1,11,9,0,Solar1
1044,0.0,2019-01-11 10:00:00,2019,1,11,10,0,Solar1
1048,0.0,2019-01-11 11:00:00,2019,1,11,11,0,Solar1
1052,0.0,2019-01-11 12:00:00,2019,1,11,12,0,Solar1
1056,0.0,2019-01-11 13:00:00,2019,1,11,13,0,Solar1
1060,0.0,2019-01-11 14:00:00,2019,1,11,14,0,Solar1
1064,0.0,2019-01-11 15:00:00,2019,1,11,15,0,Solar1
1068,0.0,2019-01-11 16:00:00,2019,1,11,16,0,Solar1
1072,0.0,2019-01-11 17:00:00,2019,1,11,17,0,Solar1
1076,0.0,2019-01-11 18:00:00,2019,1,11,18,0,Solar1
1080,0.01,2019-01-11 19:00:00,2019,1,11,19,0,Solar1
1084,0.63,2019-01-11 20:00:00,2019,1,11,20,0,Solar1
1088,2.93,2019-01-11 21:00:00,2019,1,11,21,0,Solar1
1092,6.25,2019-01-11 22:00:00,2019,1,11,22,0,Solar1
1096,10.16,2019-01-11 23:00:00,2019,1,11,23,0,Solar1
1100,11.55,2019-01-12 00:00:00,2019,1,12,0,0,Solar1
1104,12.93,2019-01-12 01:00:00,2019,1,12,1,0,Solar1
1108,10.74,2019-01-12 02:00:00,2019,1,12,2,0,Solar1
1112,9.95,2019-01-12 03:00:00,2019,1,12,3,0,Solar1
1116,12.36,2019-01-12 04:00:00,2019,1,12,4,0,Solar1
1120,10.36,2019-01-12 05:00:00,2019,1,12,5,0,Solar1
1124,8.68,2019-01-12 06:00:00,2019,1,12,6,0,Solar1
1128,5.53,2019-01-12 07:00:00,2019,1,12,7,0,Solar1
1132,2.48,2019-01-12 08:00:00,2019,1,12,8,0,Solar1
1136,0.41,2019-01-12 09:00:00,2019,1,12,9,0,Solar1
1140,0.0,2019-01-12 10:00:00,2019,1,12,10,0,Solar1
1144,0.0,2019-01-12 11:00:00,2019,1,12,11,0,Solar1
1148,0.0,2019-01-12 12:00:00,2019,1,12,12,0,Solar1
1152,0.0,2019-01-12 13:00:00,2019,1,12,13,0,Solar1
1156,0.0,2019-01-12 14:00:00,2019,1,12,14,0,Solar1
1160,0.0,2019-01-12 15:00:00,2019,1,12,15,0,Solar1
1164,0.0,2019-01-12 16:00:00,2019,1,12,16,0,Solar1
1168,0.0,2019-01-12 17:00:00,2019,1,12,17,0,Solar1
1172,0.0,2019-01-12 18:00:00,2019,1,12,18,0,Solar1
1176,0.09,2019-01-12 19:00:00,2019,1,12,19,0,Solar1
1180,0.96,2019-01-12 20:00:00,2019,1,12,20,0,Solar1
1184,3.17,2019-01-12 21:00:00,2019,1,12,21,0,Solar1
1188,7.08,2019-01-12 22:00:00,2019,1,12,22,0,Solar1
1192,10.21,2019-01-12 23:00:00,2019,1,12,23,0,Solar1
1196,12.37,2019-01-13 00:00:00,2019,1,13,0,0,Solar1
1200,13.03,2019-01-13 01:00:00,2019,1,13,1,0,Solar1
1204,13.02,2019-01-13 02:00:00,2019,1,13,2,0,Solar1
1208,13.02,2019-01-13 03:00:00,2019,1,13,3,0,Solar1
1212,12.96,2019-01-13 04:00:00,2019,1,13,4,0,Solar1
1216,11.62,2019-01-13 05:00:00,2019,1,13,5,0,Solar1
1220,9.14,2019-01-13 06:00:00,2019,1,13,6,0,Solar1
1224,5.75,2019-01-13 07:00:00,2019,1,13,7,0,Solar1
1228,2.29,2019-01-13 08:00:00,2019,1,13,8,0,Solar1
1232,0.33,2019-01-13 09:00:00,2019,1,13,9,0,Solar1
1236,0.0,2019-01-13 10:00:00,2019,1,13,10,0,Solar1
1240,0.0,2019-01-13 11:00:00,2019,1,13,11,0,Solar1
1244,0.0,2019-01-13 12:00:00,2019,1,13,12,0,Solar1
1248,0.0,2019-01-13 13:00:00,2019,1,13,13,0,Solar1
1252,0.0,2019-01-13 14:00:00,2019,1,13,14,0,Solar1
1256,0.0,2019-01-13 15:00:00,2019,1,13,15,0,Solar1
1260,0.0,2019-01-13 16:00:00,2019,1,13,16,0,Solar1
1264,0.0,2019-01-13 17:00:00,2019,1,13,17,0,Solar1
1268,0.0,2019-01-13 18:00:00,2019,1,13,18,0,Solar1
1272,0.04,2019-01-13 19:00:00,2019,1,13,19,0,Solar1
1276,0.81,2019-01-13 20:00:00,2019,1,13,20,0,Solar1
1280,3.0,2019-01-13 21:00:00,2019,1,13,21,0,Solar1
1284,6.51,2019-01-13 22:00:00,2019,1,13,22,0,Solar1
1288,9.51,2019-01-13 23:00:00,2019,1,13,23,0,Solar1
1292,11.41,2019-01-14 00:00:00,2019,1,14,0,0,Solar1
1296,12.7,2019-01-14 01:00:00,2019,1,14,1,0,Solar1
1300,12.94,2019-01-14 02:00:00,2019,1,14,2,0,Solar1
1304,12.96,2019-01-14 03:00:00,2019,1,14,3,0,Solar1
1308,12.55,2019-01-14 04:00:00,2019,1,14,4,0,Solar1
1312,11.22,2019-01-14 05:00:00,2019,1,14,5,0,Solar1
1316,8.74,2019-01-14 06:00:00,2019,1,14,6,0,Solar1
1320,5.53,2019-01-14 07:00:00,2019,1,14,7,0,Solar1
1324,2.21,2019-01-14 08:00:00,2019,1,14,8,0,Solar1
1328,0.29,2019-01-14 09:00:00,2019,1,14,9,0,Solar1
1332,0.0,2019-01-14 10:00:00,2019,1,14,10,0,Solar1
1336,0.0,2019-01-14 11:00:00,2019,1,14,11,0,Solar1
1340,0.0,2019-01-14 12:00:00,2019,1,14,12,0,Solar1
1344,0.0,2019-01-14 13:00:00,2019,1,14,13,0,Solar1
1348,0.0,2019-01-14 14:00:00,2019,1,14,14,0,Solar1
1352,0.0,2019-01-14 15:00:00,2019,1,14,15,0,Solar1
1356,0.0,2019-01-14 16:00:00,2019,1,14,16,0,Solar1
1360,0.0,2019-01-14 17:00:00,2019,1,14,17,0,Solar1
1364,0.0,2019-01-14 18:00:00,2019,1,14,18,0,Solar1
1368,0.05,2019-01-14 19:00:00,2019,1,14,19,0,Solar1
1372,0.78,2019-01-14 20:00:00,2019,1,14,20,0,Solar1
1376,3.04,2019-01-14 21:00:00,2019,1,14,21,0,Solar1
1380,6.46,2019-01-14 22:00:00,2019,1,14,22,0,Solar1
1384,8.13,2019-01-14 23:00:00,2019,1,14,23,0,Solar1
1388,10.52,2019-01-15 00:00:00,2019,1,15,0,0,Solar1
1392,11.77,2019-01-15 01:00:00,2019,1,15,1,0,Solar1
1396,9.65,2019-01-15 02:00:00,2019,1,15,2,0,Solar1
1400,10.59,2019-01-15 03:00:00,2019,1,15,3,0,Solar1
1404,3.91,2019-01-15 04:00:00,2019,1,15,4,0,Solar1
1408,2.9,2019-01-15 05:00:00,2019,1,15,5,0,Solar1
1412,3.73,2019-01-15 06:00:00,2019,1,15,6,0,Solar1
1416,3.54,2019-01-15 07:00:00,2019,1,15,7,0,Solar1
1420,1.52,2019-01-15 08:00:00,2019,1,15,8,0,Solar1
1424,0.48,2019-01-15 09:00:00,2019,1,15,9,0,Solar1
1428,0.0,2019-01-15 10:00:00,2019,1,15,10,0,Solar1
1432,0.0,2019-01-15 11:00:00,2019,1,15,11,0,Solar1
1436,0.0,2019-01-15 12:00:00,2019,1,15,12,0,Solar1
1440,0.0,2019-01-15 13:00:00,2019,1,15,13,0,Solar1
1444,0.0,2019-01-15 14:00:00,2019,1,15,14,0,Solar1
1448,0.0,2019-01-15 15:00:00,2019,1,15,15,0,Solar1
1452,0.0,2019-01-15 16:00:00,2019,1,15,16,0,Solar1
1456,0.0,2019-01-15 17:00:00,2019,1,15,17,0,Solar1
1460,0.0,2019-01-15 18:00:00,2019,1,15,18,0,Solar1
1464,0.03,2019-01-15 19:00:00,2019,1,15,19,0,Solar1
1468,0.76,2019-01-15 20:00:00,2019,1,15,20,0,Solar1
1472,2.92,2019-01-15 21:00:00,2019,1,15,21,0,Solar1
1476,5.99,2019-01-15 22:00:00,2019,1,15,22,0,Solar1
1480,8.72,2019-01-15 23:00:00,2019,1,15,23,0,Solar1
1484,9.46,2019-01-16 00:00:00,2019,1,16,0,0,Solar1
1488,11.54,2019-01-16 01:00:00,2019,1,16,1,0,Solar1
1492,9.02,2019-01-16 02:00:00,2019,1,16,2,0,Solar1
1496,3.54,2019-01-16 03:00:00,2019,1,16,3,0,Solar1
1500,5.94,2019-01-16 04:00:00,2019,1,16,4,0,Solar1
1504,2.69,2019-01-16 05:00:00,2019,1,16,5,0,Solar1
1508,2.19,2019-01-16 06:00:00,2019,1,16,6,0,Solar1
1512,0.63,2019-01-16 07:00:00,2019,1,16,7,0,Solar1
1516,0.51,2019-01-16 08:00:00,2019,1,16,8,0,Solar1
1520,0.06,2019-01-16 09:00:00,2019,1,16,9,0,Solar1
1524,0.0,2019-01-16 10:00:00,2019,1,16,10,0,Solar1
1528,0.0,2019-01-16 11:00:00,2019,1,16,11,0,Solar1
1532,0.0,2019-01-16 12:00:00,2019,1,16,12,0,Solar1
1536,0.0,2019-01-16 13:00:00,2019,1,16,13,0,Solar1
1540,0.0,2019-01-16 14:00:00,2019,1,16,14,0,Solar1
1544,0.0,2019-01-16 15:00:00,2019,1,16,15,0,Solar1
1548,0.0,2019-01-16 16:00:00,2019,1,16,16,0,Solar1
1552,0.0,2019-01-16 17:00:00,2019,1,16,17,0,Solar1
1556,0.0,2019-01-16 18:00:00,2019,1,16,18,0,Solar1
1560,0.0,2019-01-16 19:00:00,2019,1,16,19,0,Solar1
1564,0.18,2019-01-16 20:00:00,2019,1,16,20,0,Solar1
1568,2.06,2019-01-16 21:00:00,2019,1,16,21,0,Solar1
