,series_value,datetime,Year,Month,Day_of_Month,Hour,minutes,series_name
400,0.0,2019-06-09 18:00:00,2019,6,9,18,0,Solar2
404,0.0,2019-06-09 19:00:00,2019,6,9,19,0,Solar2
408,0.0,2019-06-09 20:00:00,2019,6,9,20,0,Solar2
412,0.0,2019-06-09 21:00:00,2019,6,9,21,0,Solar2
416,0.0,2019-06-09 22:00:00,2019,6,9,22,0,Solar2
420,0.0,2019-06-09 23:00:00,2019,6,9,23,0,Solar2
424,0.0,2019-06-10 00:00:00,2019,6,10,0,0,Solar2
428,0.0,2019-06-10 01:00:00,2019,6,10,1,0,Solar2
432,0.0,2019-06-10 02:00:00,2019,6,10,2,0,Solar2
436,0.0,2019-06-10 03:00:00,2019,6,10,3,0,Solar2
440,0.0,2019-06-10 04:00:00,2019,6,10,4,0,Solar2
444,0.0,2019-06-10 05:00:00,2019,6,10,5,0,Solar2
448,0.0,2019-06-10 06:00:00,2019,6,10,6,0,Solar2
452,0.0,2019-06-10 07:00:00,2019,6,10,7,0,Solar2
456,0.0,2019-06-10 08:00:00,2019,6,10,8,0,Solar2
460,0.0,2019-06-10 09:00:00,2019,6,10,9,0,Solar2
464,0.0,2019-06-10 10:00:00,2019,6,10,10,0,Solar2
468,0.0,2019-06-10 11:00:00,2019,6,10,11,0,Solar2
472,0.0,2019-06-10 12:00:00,2019,6,10,12,0,Solar2
476,0.0,2019-06-10 13:00:00,2019,6,10,13,0,Solar2
480,0.0,2019-06-10 14:00:00,2019,6,10,14,0,Solar2
484,0.0,2019-06-10 15:00:00,2019,6,10,15,0,Solar2
488,0.0,2019-06-10 16:00:00,2019,6,10,16,0,Solar2
492,0.0,2019-06-10 17:00:00,2019,6,10,17,0,Solar2
496,0.0,2019-06-10 18:00:00,2019,6,10,18,0,Solar2
500,0.0,2019-06-10 19:00:00,2019,6,10,19,0,Solar2
504,0.0,2019-06-10 20:00:00,2019,6,10,20,0,Solar2
508,0.0,2019-06-10 21:00:00,2019,6,10,21,0,Solar2
512,0.0,2019-06-10 22:00:00,2019,6,10,22,0,Solar2
516,0.0,2019-06-10 23:00:00,2019,6,10,23,0,Solar2
520,0.0,2019-06-11 00:00:00,2019,6,11,0,0,Solar2
524,0.0,2019-06-11 01:00:00,2019,6,11,1,0,Solar2
528,0.0,2019-06-11 02:00:00,2019,6,11,2,0,Solar2
532,0.0,2019-06-11 03:00:00,2019,6,11,3,0,Solar2
536,0.0,2019-06-11 04:00:00,2019,6,11,4,0,Solar2
540,0.0,2019-06-11 05:00:00,2019,6,11,5,0,Solar2
544,0.0,2019-06-11 06:00:00,2019,6,11,6,0,Solar2
548,0.0,2019-06-11 07:00:00,2019,6,11,7,0,Solar2
552,0.0,2019-06-11 08:00:00,2019,6,11,8,0,Solar2
556,0.0,2019-06-11 09:00:00,2019,6,11,9,0,Solar2
560,0.0,2019-06-11 10:00:00,2019,6,11,10,0,Solar2
564,0.0,2019-06-11 11:00:00,2019,6,11,11,0,Solar2
568,0.0,2019-06-11 12:00:00,2019,6,11,12,0,Solar2
572,0.0,2019-06-11 13:00:00,2019,6,11,13,0,Solar2
576,0.0,2019-06-11 14:00:00,2019,6,11,14,0,Solar2
580,0.0,2019-06-11 15:00:00,2019,6,11,15,0,Solar2
584,0.0,2019-06-11 16:00:00,2019,6,11,16,0,Solar2
588,0.0,2019-06-11 17:00:00,2019,6,11,17,0,Solar2
592,0.0,2019-06-11 18:00:00,2019,6,11,18,0,Solar2
596,0.0,2019-06-11 19:00:00,2019,6,11,19,0,Solar2
600,0.0,2019-06-11 20:00:00,2019,6,11,20,0,Solar2
604,0.0,2019-06-11 21:00:00,2019,6,11,21,0,Solar2
608,0.0,2019-06-11 22:00:00,2019,6,11,22,0,Solar2
612,0.0,2019-06-11 23:00:00,2019,6,11,23,0,Solar2
616,0.0,2019-06-12 00:00:00,2019,6,12,0,0,Solar2
620,0.0,2019-06-12 01:00:00,2019,6,12,1,0,Solar2
624,0.0,2019-06-12 02:00:00,2019,6,12,2,0,Solar2
628,0.0,2019-06-12 03:00:00,2019,6,12,3,0,Solar2
632,0.0,2019-06-12 04:00:00,2019,6,12,4,0,Solar2
636,0.0,2019-06-12 05:00:00,2019,6,12,5,0,Solar2
640,0.0,2019-06-12 06:00:00,2019,6,12,6,0,Solar2
644,0.0,2019-06-12 07:00:00,2019,6,12,7,0,Solar2
648,0.0,2019-06-12 08:00:00,2019,6,12,8,0,Solar2
652,0.0,2019-06-12 09:00:00,2019,6,12,9,0,Solar2
656,0.0,2019-06-12 10:00:00,2019,6,12,10,0,Solar2
660,0.0,2019-06-12 11:00:00,2019,6,12,11,0,Solar2
664,0.0,2019-06-12 12:00:00,2019,6,12,12,0,Solar2
668,0.0,2019-06-12 13:00:00,2019,6,12,13,0,Solar2
672,0.0,2019-06-12 14:00:00,2019,6,12,14,0,Solar2
676,0.0,2019-06-12 15:00:00,2019,6,12,15,0,Solar2
680,0.0,2019-06-12 16:00:00,2019,6,12,16,0,Solar2
684,0.0,2019-06-12 17:00:00,2019,6,12,17,0,Solar2
688,0.0,2019-06-12 18:00:00,2019,6,12,18,0,Solar2
692,0.0,2019-06-12 19:00:00,2019,6,12,19,0,Solar2
696,0.0,2019-06-12 20:00:00,2019,6,12,20,0,Solar2
700,0.0,2019-06-12 21:00:00,2019,6,12,21,0,Solar2
704,0.0,2019-06-12 22:00:00,2019,6,12,22,0,Solar2
708,0.0,2019-06-12 23:00:00,2019,6,12,23,0,Solar2
712,0.0,2019-06-13 00:00:00,2019,6,13,0,0,Solar2
716,0.0,2019-06-13 01:00:00,2019,6,13,1,0,Solar2
720,0.0,2019-06-13 02:00:00,2019,6,13,2,0,Solar2
724,0.0,2019-06-13 03:00:00,2019,6,13,3,0,Solar2
728,0.0,2019-06-13 04:00:00,2019,6,13,4,0,Solar2
732,0.0,2019-06-13 05:00:00,2019,6,13,5,0,Solar2
736,0.0,2019-06-13 06:00:00,2019,6,13,6,0,Solar2
740,0.0,2019-06-13 07:00:00,2019,6,13,7,0,Solar2
744,0.0,2019-06-13 08:00:00,2019,6,13,8,0,Solar2
748,0.0,2019-06-13 09:00:00,2019,6,13,9,0,Solar2
752,0.0,2019-06-13 10:00:00,2019,6,13,10,0,Solar2
756,0.0,2019-06-13 11:00:00,2019,6,13,11,0,Solar2
760,0.0,2019-06-13 12:00:00,2019,6,13,12,0,Solar2
764,0.0,2019-06-13 13:00:00,2019,6,13,13,0,Solar2
768,0.0,2019-06-13 14:00:00,2019,6,13,14,0,Solar2
772,0.0,2019-06-13 15:00:00,2019,6,13,15,0,Solar2
776,0.0,2019-06-13 16:00:00,2019,6,13,16,0,Solar2
780,0.0,2019-06-13 17:00:00,2019,6,13,17,0,Solar2
784,0.0,2019-06-13 18:00:00,2019,6,13,18,0,Solar2
788,0.0,2019-06-13 19:00:00,2019,6,13,19,0,Solar2
792,0.0,2019-06-13 20:00:00,2019,6,13,20,0,Solar2
796,0.0,2019-06-13 21:00:00,2019,6,13,21,0,Solar2
800,0.0,2019-06-13 22:00:00,2019,6,13,22,0,Solar2
804,0.0,2019-06-13 23:00:00,2019,6,13,23,0,Solar2
808,0.0,2019-06-14 00:00:00,2019,6,14,0,0,Solar2
812,0.0,2019-06-14 01:00:00,2019,6,14,1,0,Solar2
816,0.0,2019-06-14 02:00:00,2019,6,14,2,0,Solar2
820,0.0,2019-06-14 03:00:00,2019,6,14,3,0,Solar2
824,0.0,2019-06-14 04:00:00,2019,6,14,4,0,Solar2
828,0.0,2019-06-14 05:00:00,2019,6,14,5,0,Solar2
832,0.0,2019-06-14 06:00:00,2019,6,14,6,0,Solar2
836,0.0,2019-06-14 07:00:00,2019,6,14,7,0,Solar2
840,0.0,2019-06-14 08:00:00,2019,6,14,8,0,Solar2
844,0.0,2019-06-14 09:00:00,2019,6,14,9,0,Solar2
848,0.0,2019-06-14 10:00:00,2019,6,14,10,0,Solar2
852,0.0,2019-06-14 11:00:00,2019,6,14,11,0,Solar2
856,0.0,2019-06-14 12:00:00,2019,6,14,12,0,Solar2
860,0.0,2019-06-14 13:00:00,2019,6,14,13,0,Solar2
864,0.0,2019-06-14 14:00:00,2019,6,14,14,0,Solar2
868,0.0,2019-06-14 15:00:00,2019,6,14,15,0,Solar2
872,0.0,2019-06-14 16:00:00,2019,6,14,16,0,Solar2
876,0.0,2019-06-14 17:00:00,2019,6,14,17,0,Solar2
880,0.0,2019-06-14 18:00:00,2019,6,14,18,0,Solar2
884,0.0,2019-06-14 19:00:00,2019,6,14,19,0,Solar2
888,0.0,2019-06-14 20:00:00,2019,6,14,20,0,Solar2
892,0.0,2019-06-14 21:00:00,2019,6,14,21,0,Solar2
896,0.0,2019-06-14 22:00:00,2019,6,14,22,0,Solar2
900,0.0,2019-06-14 23:00:00,2019,6,14,23,0,Solar2
904,0.0,2019-06-15 00:00:00,2019,6,15,0,0,Solar2
908,0.0,2019-06-15 01:00:00,2019,6,15,1,0,Solar2
912,0.0,2019-06-15 02:00:00,2019,6,15,2,0,Solar2
916,0.0,2019-06-15 03:00:00,2019,6,15,3,0,Solar2
920,0.0,2019-06-15 04:00:00,2019,6,15,4,0,Solar2
924,0.0,2019-06-15 05:00:00,2019,6,15,5,0,Solar2
928,0.0,2019-06-15 06:00:00,2019,6,15,6,0,Solar2
932,0.0,2019-06-15 07:00:00,2019,6,15,7,0,Solar2
936,0.0,2019-06-15 08:00:00,2019,6,15,8,0,Solar2
940,0.0,2019-06-15 09:00:00,2019,6,15,9,0,Solar2
944,0.0,2019-06-15 10:00:00,2019,6,15,10,0,Solar2
948,0.0,2019-06-15 11:00:00,2019,6,15,11,0,Solar2
952,0.0,2019-06-15 12:00:00,2019,6,15,12,0,Solar2
956,0.0,2019-06-15 13:00:00,2019,6,15,13,0,Solar2
960,0.0,2019-06-15 14:00:00,2019,6,15,14,0,Solar2
964,0.0,2019-06-15 15:00:00,2019,6,15,15,0,Solar2
968,0.0,2019-06-15 16:00:00,2019,6,15,16,0,Solar2
972,0.0,2019-06-15 17:00:00,2019,6,15,17,0,Solar2
976,0.0,2019-06-15 18:00:00,2019,6,15,18,0,Solar2
980,0.0,2019-06-15 19:00:00,2019,6,15,19,0,Solar2
984,0.0,2019-06-15 20:00:00,2019,6,15,20,0,Solar2
988,0.0,2019-06-15 21:00:00,2019,6,15,21,0,Solar2
992,0.0,2019-06-15 22:00:00,2019,6,15,22,0,Solar2
996,0.0,2019-06-15 23:00:00,2019,6,15,23,0,Solar2
1000,0.0,2019-06-16 00:00:00,2019,6,16,0,0,Solar2
1004,0.0,2019-06-16 01:00:00,2019,6,16,1,0,Solar2
1008,0.0,2019-06-16 02:00:00,2019,6,16,2,0,Solar2
1012,0.0,2019-06-16 03:00:00,2019,6,16,3,0,Solar2
1016,0.0,2019-06-16 04:00:00,2019,6,16,4,0,Solar2
1020,0.0,2019-06-16 05:00:00,2019,6,16,5,0,Solar2
1024,0.0,2019-06-16 06:00:00,2019,6,16,6,0,Solar2
1028,0.0,2019-06-16 07:00:00,2019,6,16,7,0,Solar2
1032,0.0,2019-06-16 08:00:00,2019,6,16,8,0,Solar2
1036,0.0,2019-06-16 09:00:00,2019,6,16,9,0,Solar2
1040,0.0,2019-06-16 10:00:00,2019,6,16,10,0,Solar2
1044,0.0,2019-06-16 11:00:00,2019,6,16,11,0,Solar2
1048,0.0,2019-06-16 12:00:00,2019,6,16,12,0,Solar2
1052,0.0,2019-06-16 13:00:00,2019,6,16,13,0,Solar2
1056,0.0,2019-06-16 14:00:00,2019,6,16,14,0,Solar2
1060,0.0,2019-06-16 15:00:00,2019,6,16,15,0,Solar2
1064,0.0,2019-06-16 16:00:00,2019,6,16,16,0,Solar2
1068,0.0,2019-06-16 17:00:00,2019,6,16,17,0,Solar2
1072,0.0,2019-06-16 18:00:00,2019,6,16,18,0,Solar2
1076,0.0,2019-06-16 19:00:00,2019,6,16,19,0,Solar2
1080,0.0,2019-06-16 20:00:00,2019,6,16,20,0,Solar2
1084,0.0,2019-06-16 21:00:00,2019,6,16,21,0,Solar2
1088,0.0,2019-06-16 22:00:00,2019,6,16,22,0,Solar2
1092,0.0,2019-06-16 23:00:00,2019,6,16,23,0,Solar2
1096,0.0,2019-06-17 00:00:00,2019,6,17,0,0,Solar2
1100,0.0,2019-06-17 01:00:00,2019,6,17,1,0,Solar2
1104,0.0,2019-06-17 02:00:00,2019,6,17,2,0,Solar2
1108,0.0,2019-06-17 03:00:00,2019,6,17,3,0,Solar2
1112,0.0,2019-06-17 04:00:00,2019,6,17,4,0,Solar2
1116,0.0,2019-06-17 05:00:00,2019,6,17,5,0,Solar2
1120,0.0,2019-06-17 06:00:00,2019,6,17,6,0,Solar2
1124,0.0,2019-06-17 07:00:00,2019,6,17,7,0,Solar2
1128,0.0,2019-06-17 08:00:00,2019,6,17,8,0,Solar2
1132,0.0,2019-06-17 09:00:00,2019,6,17,9,0,Solar2
1136,0.0,2019-06-17 10:00:00,2019,6,17,10,0,Solar2
1140,0.0,2019-06-17 11:00:00,2019,6,17,11,0,Solar2
1144,0.0,2019-06-17 12:00:00,2019,6,17,12,0,Solar2
1148,0.0,2019-06-17 13:00:00,2019,6,17,13,0,Solar2
1152,0.0,2019-06-17 14:00:00,2019,6,17,14,0,Solar2
1156,0.0,2019-06-17 15:00:00,2019,6,17,15,0,Solar2
1160,0.0,2019-06-17 16:00:00,2019,6,17,16,0,Solar2
1164,0.0,2019-06-17 17:00:00,2019,6,17,17,0,Solar2
1168,0.0,2019-06-17 18:00:00,2019,6,17,18,0,Solar2
1172,0.0,2019-06-17 19:00:00,2019,6,17,19,0,Solar2
1176,0.0,2019-06-17 20:00:00,2019,6,17,20,0,Solar2
1180,0.0,2019-06-17 21:00:00,2019,6,17,21,0,Solar2
1184,0.0,2019-06-17 22:00:00,2019,6,17,22,0,Solar2
1188,0.0,2019-06-17 23:00:00,2019,6,17,23,0,Solar2
1192,0.0,2019-06-18 00:00:00,2019,6,18,0,0,Solar2
1196,0.0,2019-06-18 01:00:00,2019,6,18,1,0,Solar2
1200,0.0,2019-06-18 02:00:00,2019,6,18,2,0,Solar2
1204,0.0,2019-06-18 03:00:00,2019,6,18,3,0,Solar2
1208,0.0,2019-06-18 04:00:00,2019,6,18,4,0,Solar2
1212,0.0,2019-06-18 05:00:00,2019,6,18,5,0,Solar2
1216,0.0,2019-06-18 06:00:00,2019,6,18,6,0,Solar2
1220,0.0,2019-06-18 07:00:00,2019,6,18,7,0,Solar2
1224,0.0,2019-06-18 08:00:00,2019,6,18,8,0,Solar2
1228,0.0,2019-06-18 09:00:00,2019,6,18,9,0,Solar2
1232,0.0,2019-06-18 10:00:00,2019,6,18,10,0,Solar2
1236,0.0,2019-06-18 11:00:00,2019,6,18,11,0,Solar2
1240,0.0,2019-06-18 12:00:00,2019,6,18,12,0,Solar2
1244,0.0,2019-06-18 13:00:00,2019,6,18,13,0,Solar2
1248,0.0,2019-06-18 14:00:00,2019,6,18,14,0,Solar2
1252,0.0,2019-06-18 15:00:00,2019,6,18,15,0,Solar2
1256,0.0,2019-06-18 16:00:00,2019,6,18,16,0,Solar2
1260,0.0,2019-06-18 17:00:00,2019,6,18,17,0,Solar2
1264,0.0,2019-06-18 18:00:00,2019,6,18,18,0,Solar2
1268,0.0,2019-06-18 19:00:00,2019,6,18,19,0,Solar2
1272,0.0,2019-06-18 20:00:00,2019,6,18,20,0,Solar2
1276,0.0,2019-06-18 21:00:00,2019,6,18,21,0,Solar2
1280,0.0,2019-06-18 22:00:00,2019,6,18,22,0,Solar2
1284,0.0,2019-06-18 23:00:00,2019,6,18,23,0,Solar2
1288,0.0,2019-06-19 00:00:00,2019,6,19,0,0,Solar2
1292,0.0,2019-06-19 01:00:00,2019,6,19,1,0,Solar2
1296,0.0,2019-06-19 02:00:00,2019,6,19,2,0,Solar2
1300,0.0,2019-06-19 03:00:00,2019,6,19,3,0,Solar2
1304,0.0,2019-06-19 04:00:00,2019,6,19,4,0,Solar2
1308,0.0,2019-06-19 05:00:00,2019,6,19,5,0,Solar2
1312,0.0,2019-06-19 06:00:00,2019,6,19,6,0,Solar2
1316,0.0,2019-06-19 07:00:00,2019,6,19,7,0,Solar2
1320,0.0,2019-06-19 08:00:00,2019,6,19,8,0,Solar2
1324,0.0,2019-06-19 09:00:00,2019,6,19,9,0,Solar2
1328,0.0,2019-06-19 10:00:00,2019,6,19,10,0,Solar2
1332,0.0,2019-06-19 11:00:00,2019,6,19,11,0,Solar2
1336,0.0,2019-06-19 12:00:00,2019,6,19,12,0,Solar2
1340,0.0,2019-06-19 13:00:00,2019,6,19,13,0,Solar2
1344,0.0,2019-06-19 14:00:00,2019,6,19,14,0,Solar2
1348,0.0,2019-06-19 15:00:00,2019,6,19,15,0,Solar2
1352,0.0,2019-06-19 16:00:00,2019,6,19,16,0,Solar2
1356,0.0,2019-06-19 17:00:00,2019,6,19,17,0,Solar2
1360,0.0,2019-06-19 18:00:00,2019,6,19,18,0,Solar2
1364,0.0,2019-06-19 19:00:00,2019,6,19,19,0,Solar2
1368,0.0,2019-06-19 20:00:00,2019,6,19,20,0,Solar2
1372,0.0,2019-06-19 21:00:00,2019,6,19,21,0,Solar2
1376,0.0,2019-06-19 22:00:00,2019,6,19,22,0,Solar2
1380,0.0,2019-06-19 23:00:00,2019,6,19,23,0,Solar2
1384,0.0,2019-06-20 00:00:00,2019,6,20,0,0,Solar2
1388,0.0,2019-06-20 01:00:00,2019,6,20,1,0,Solar2
1392,0.0,2019-06-20 02:00:00,2019,6,20,2,0,Solar2
1396,0.0,2019-06-20 03:00:00,2019,6,20,3,0,Solar2
1400,0.0,2019-06-20 04:00:00,2019,6,20,4,0,Solar2
1404,0.0,2019-06-20 05:00:00,2019,6,20,5,0,Solar2
1408,0.0,2019-06-20 06:00:00,2019,6,20,6,0,Solar2
1412,0.0,2019-06-20 07:00:00,2019,6,20,7,0,Solar2
1416,0.0,2019-06-20 08:00:00,2019,6,20,8,0,Solar2
1420,0.0,2019-06-20 09:00:00,2019,6,20,9,0,Solar2
1424,0.0,2019-06-20 10:00:00,2019,6,20,10,0,Solar2
1428,0.0,2019-06-20 11:00:00,2019,6,20,11,0,Solar2
1432,0.0,2019-06-20 12:00:00,2019,6,20,12,0,Solar2
1436,0.0,2019-06-20 13:00:00,2019,6,20,13,0,Solar2
1440,0.0,2019-06-20 14:00:00,2019,6,20,14,0,Solar2
1444,0.0,2019-06-20 15:00:00,2019,6,20,15,0,Solar2
1448,0.0,2019-06-20 16:00:00,2019,6,20,16,0,Solar2
1452,0.0,2019-06-20 17:00:00,2019,6,20,17,0,Solar2
1456,0.0,2019-06-20 18:00:00,2019,6,20,18,0,Solar2
1460,0.0,2019-06-20 19:00:00,2019,6,20,19,0,Solar2
1464,0.0,2019-06-20 20:00:00,2019,6,20,20,0,Solar2
1468,0.0,2019-06-20 21:00:00,2019,6,20,21,0,Solar2
1472,0.0,2019-06-20 22:00:00,2019,6,20,22,0,Solar2
1476,0.0,2019-06-20 23:00:00,2019,6,20,23,0,Solar2
1480,0.0,2019-06-21 00:00:00,2019,6,21,0,0,Solar2
1484,0.0,2019-06-21 01:00:00,2019,6,21,1,0,Solar2
1488,0.0,2019-06-21 02:00:00,2019,6,21,2,0,Solar2
1492,0.0,2019-06-21 03:00:00,2019,6,21,3,0,Solar2
1496,0.0,2019-06-21 04:00:00,2019,6,21,4,0,Solar2
1500,0.0,2019-06-21 05:00:00,2019,6,21,5,0,Solar2
1504,0.0,2019-06-21 06:00:00,2019,6,21,6,0,Solar2
1508,0.0,2019-06-21 07:00:00,2019,6,21,7,0,Solar2
1512,0.0,2019-06-21 08:00:00,2019,6,21,8,0,Solar2
1516,0.0,2019-06-21 09:00:00,2019,6,21,9,0,Solar2
1520,0.0,2019-06-21 10:00:00,2019,6,21,10,0,Solar2
1524,0.0,2019-06-21 11:00:00,2019,6,21,11,0,Solar2
1528,0.0,2019-06-21 12:00:00,2019,6,21,12,0,Solar2
1532,0.0,2019-06-21 13:00:00,2019,6,21,13,0,Solar2
1536,0.0,2019-06-21 14:00:00,2019,6,21,14,0,Solar2
1540,0.0,2019-06-21 15:00:00,2019,6,21,15,0,Solar2
1544,0.0,2019-06-21 16:00:00,2019,6,21,16,0,Solar2
1548,0.0,2019-06-21 17:00:00,2019,6,21,17,0,Solar2
1552,0.0,2019-06-21 18:00:00,2019,6,21,18,0,Solar2
1556,0.0,2019-06-21 19:00:00,2019,6,21,19,0,Solar2
1560,0.0,2019-06-21 20:00:00,2019,6,21,20,0,Solar2
1564,0.0,2019-06-21 21:00:00,2019,6,21,21,0,Solar2
1568,0.0,2019-06-21 22:00:00,2019,6,21,22,0,Solar2
